"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"PPARD","BCK_eIF4E_RIP_2016.csv~1.3641",NA,NA
"PPARGC1B","BCK_eIF4E_RIP_2016.csv~1.2505",NA,"MG_eIF4E_OE_DSG_2018.csv~1.325"
"PPFIA1","BCK_eIF4E_RIP_2016.csv~1.1853",NA,NA
"PPFIA4","BCK_eIF4E_RIP_2016.csv~1.2956",NA,NA
"PPFIBP1","BCK_eIF4E_RIP_2016.csv~1.3324",NA,NA
"PPFIBP2","BCK_eIF4E_RIP_2016.csv~1.1955",NA,NA
"PPIE","BCK_eIF4E_RIP_2016.csv~1.1654",NA,NA
"PPIEL","BCK_eIF4E_RIP_2016.csv~1.3358",NA,NA
"PPIL2","BCK_eIF4E_RIP_2016.csv~1.2354",NA,NA
"PPIP5K1","BCK_eIF4E_RIP_2016.csv~1.3391",NA,NA
"PPL","BCK_eIF4E_RIP_2016.csv~1.3218",NA,NA
"PPM1F","BCK_eIF4E_RIP_2016.csv~1.2478",NA,NA
"PPM1G","BCK_eIF4E_RIP_2016.csv~1.2368",NA,NA
"PPM1M","BCK_eIF4E_RIP_2016.csv~1.2363",NA,NA
"PPM1N","BCK_eIF4E_RIP_2016.csv~1.3718",NA,NA
"PPME1","BCK_eIF4E_RIP_2016.csv~1.812",NA,NA
"PPP1R11","BCK_eIF4E_RIP_2016.csv~1.3048",NA,NA
"PPP1R12B","BCK_eIF4E_RIP_2016.csv~1.906",NA,NA
"PPP1R12C","BCK_eIF4E_RIP_2016.csv~1.1359",NA,NA
"PPP1R13B","BCK_eIF4E_RIP_2016.csv~1.3258",NA,NA
"PPP1R13L","BCK_eIF4E_RIP_2016.csv~1.3410",NA,NA
"PPP1R16B","BCK_eIF4E_RIP_2016.csv~1.1460",NA,NA
"PPP1R21","BCK_eIF4E_RIP_2016.csv~1.428",NA,NA
"PPP1R32","BCK_eIF4E_RIP_2016.csv~1.3281",NA,NA
"PPP1R37","BCK_eIF4E_RIP_2016.csv~1.445",NA,NA
"PPP1R3E","BCK_eIF4E_RIP_2016.csv~1.2755",NA,NA
"PPP1R7","BCK_eIF4E_RIP_2016.csv~1.680",NA,NA
"PPP1R9B","BCK_eIF4E_RIP_2016.csv~1.1810",NA,NA
"PPP2CB","BCK_eIF4E_RIP_2016.csv~1.2644",NA,NA
"PPP2R2D","BCK_eIF4E_RIP_2016.csv~1.2272",NA,NA
"PPP2R5B","BCK_eIF4E_RIP_2016.csv~1.2070",NA,NA
"PPP2R5D","BCK_eIF4E_RIP_2016.csv~1.1840",NA,NA
"PPP4C","BCK_eIF4E_RIP_2016.csv~1.776",NA,NA
"PPP4R1L","BCK_eIF4E_RIP_2016.csv~1.1641",NA,NA
"PPP5C","BCK_eIF4E_RIP_2016.csv~1.1772",NA,NA
"PPP6R1","BCK_eIF4E_RIP_2016.csv~1.454",NA,NA
"PPP6R2","BCK_eIF4E_RIP_2016.csv~1.1217",NA,"MG_eIF4E_OE_DSG_2018.csv~1.8"
"PPRC1","BCK_eIF4E_RIP_2016.csv~1.2174",NA,NA
"PPT2","BCK_eIF4E_RIP_2016.csv~1.3184",NA,NA
"PPT2-EGFL8","BCK_eIF4E_RIP_2016.csv~1.3714",NA,NA
"PRAF2","BCK_eIF4E_RIP_2016.csv~1.3421",NA,NA
"PRAM1","BCK_eIF4E_RIP_2016.csv~1.3697",NA,NA
"PRAME","BCK_eIF4E_RIP_2016.csv~1.2056",NA,NA
"PRC1","BCK_eIF4E_RIP_2016.csv~1.2446",NA,NA
"PRCC","BCK_eIF4E_RIP_2016.csv~1.1921",NA,NA
"PRDM10","BCK_eIF4E_RIP_2016.csv~1.553",NA,"MG_eIF4E_OE_DSG_2018.csv~1.48"
"PRDM15","BCK_eIF4E_RIP_2016.csv~1.1112",NA,NA
"PRDM2","BCK_eIF4E_RIP_2016.csv~1.216",NA,NA
"PRG2","BCK_eIF4E_RIP_2016.csv~1.3824",NA,NA
"PRICKLE3","BCK_eIF4E_RIP_2016.csv~1.2727",NA,NA
"PRKACA","BCK_eIF4E_RIP_2016.csv~1.2374",NA,NA
"PRKAG3","BCK_eIF4E_RIP_2016.csv~1.3776",NA,NA
"PRKAR1B","BCK_eIF4E_RIP_2016.csv~1.580",NA,NA
"PRKAR2A","BCK_eIF4E_RIP_2016.csv~1.2034",NA,NA
"PRKCA","BCK_eIF4E_RIP_2016.csv~1.2191",NA,NA
"PRKCB","BCK_eIF4E_RIP_2016.csv~1.1580",NA,NA
"PRKCD","BCK_eIF4E_RIP_2016.csv~1.3363",NA,NA
"PRKCSH","BCK_eIF4E_RIP_2016.csv~1.858",NA,NA
"PRKD2","BCK_eIF4E_RIP_2016.csv~1.3113",NA,NA
"PRKDC","BCK_eIF4E_RIP_2016.csv~1.154",NA,"MG_eIF4E_OE_DSG_2018.csv~1.158"
"PRKX","BCK_eIF4E_RIP_2016.csv~1.3136",NA,NA
"PRKXP1","BCK_eIF4E_RIP_2016.csv~1.3489",NA,NA
"PRKY","BCK_eIF4E_RIP_2016.csv~1.300",NA,NA
"PRMT2","BCK_eIF4E_RIP_2016.csv~1.1224",NA,NA
"PRMT5","BCK_eIF4E_RIP_2016.csv~1.2114",NA,NA
"PRMT7","BCK_eIF4E_RIP_2016.csv~1.406",NA,NA
"PROCA1","BCK_eIF4E_RIP_2016.csv~1.3551",NA,NA
"PROSER1","BCK_eIF4E_RIP_2016.csv~1.422",NA,NA
"PROZ","BCK_eIF4E_RIP_2016.csv~1.3709",NA,NA
"PRPF19","BCK_eIF4E_RIP_2016.csv~1.503",NA,NA
"PRPF3","BCK_eIF4E_RIP_2016.csv~1.994",NA,NA
"PRPF31","BCK_eIF4E_RIP_2016.csv~1.1541",NA,NA
"PRPF38A","BCK_eIF4E_RIP_2016.csv~1.212",NA,NA
"PRPF4","BCK_eIF4E_RIP_2016.csv~1.1788",NA,NA
"PRPF40B","BCK_eIF4E_RIP_2016.csv~1.3453",NA,NA
"PRPF6","BCK_eIF4E_RIP_2016.csv~1.1885",NA,NA
"PRPF8","BCK_eIF4E_RIP_2016.csv~1.1031",NA,NA
"PRPSAP1","BCK_eIF4E_RIP_2016.csv~1.2643",NA,NA
"PRR11","BCK_eIF4E_RIP_2016.csv~1.2197",NA,NA
"PRR12","BCK_eIF4E_RIP_2016.csv~1.3064",NA,NA
"PRR14","BCK_eIF4E_RIP_2016.csv~1.1098",NA,NA
"PRR14L","BCK_eIF4E_RIP_2016.csv~1.604",NA,NA
"PRR22","BCK_eIF4E_RIP_2016.csv~1.3572",NA,NA
"PRR24","BCK_eIF4E_RIP_2016.csv~1.3615",NA,NA
"PRR26","BCK_eIF4E_RIP_2016.csv~1.3389",NA,NA
"PRR3","BCK_eIF4E_RIP_2016.csv~1.2683",NA,NA
"PRR7-AS1","BCK_eIF4E_RIP_2016.csv~1.1202",NA,NA
"PRRC2A","BCK_eIF4E_RIP_2016.csv~1.1444",NA,NA
"PRRC2B","BCK_eIF4E_RIP_2016.csv~1.1631",NA,NA
"PRRC2C","BCK_eIF4E_RIP_2016.csv~1.1515",NA,NA
"PRRT3-AS1","BCK_eIF4E_RIP_2016.csv~1.3820",NA,NA
"PRSS16","BCK_eIF4E_RIP_2016.csv~1.3662",NA,NA
"PRUNE","BCK_eIF4E_RIP_2016.csv~1.1346",NA,NA
"PSAP","BCK_eIF4E_RIP_2016.csv~1.57",NA,NA
"PSD2","BCK_eIF4E_RIP_2016.csv~1.3380",NA,NA
"PSD4","BCK_eIF4E_RIP_2016.csv~1.20",NA,NA
"PSMC3IP","BCK_eIF4E_RIP_2016.csv~1.3211",NA,NA
"PSMC4","BCK_eIF4E_RIP_2016.csv~1.1210",NA,NA
"PSMC5","BCK_eIF4E_RIP_2016.csv~1.2572",NA,NA
"PSMD11","BCK_eIF4E_RIP_2016.csv~1.1312",NA,NA
"PSMD13","BCK_eIF4E_RIP_2016.csv~1.1863",NA,NA
"PSMD2","BCK_eIF4E_RIP_2016.csv~1.1311",NA,NA
"PSMD4","BCK_eIF4E_RIP_2016.csv~1.1848",NA,NA
"PSME2","BCK_eIF4E_RIP_2016.csv~1.1602",NA,NA
"PSME3","BCK_eIF4E_RIP_2016.csv~1.540",NA,NA
"PSRC1","BCK_eIF4E_RIP_2016.csv~1.1996",NA,NA
"PTBP1","BCK_eIF4E_RIP_2016.csv~1.1565",NA,NA
"PTCH1","BCK_eIF4E_RIP_2016.csv~1.786",NA,NA
"PTDSS2","BCK_eIF4E_RIP_2016.csv~1.2094",NA,NA
"PTGR2","BCK_eIF4E_RIP_2016.csv~1.487",NA,NA
"PTGS1","BCK_eIF4E_RIP_2016.csv~1.2486",NA,NA
"PTK2B","BCK_eIF4E_RIP_2016.csv~1.74",NA,NA
"PTK6","BCK_eIF4E_RIP_2016.csv~1.3604",NA,NA
"PTK7","BCK_eIF4E_RIP_2016.csv~1.2341",NA,NA
"PTMS","BCK_eIF4E_RIP_2016.csv~1.3308",NA,NA
"PTOV1","BCK_eIF4E_RIP_2016.csv~1.1101",NA,NA
"PTOV1-AS1","BCK_eIF4E_RIP_2016.csv~1.3294",NA,NA
"PTPN1","BCK_eIF4E_RIP_2016.csv~1.3062",NA,NA
"PTPN11","BCK_eIF4E_RIP_2016.csv~1.1734",NA,NA
"PTPN12","BCK_eIF4E_RIP_2016.csv~1.2740",NA,NA
"PTPN18","BCK_eIF4E_RIP_2016.csv~1.1796",NA,"MG_eIF4E_OE_DSG_2018.csv~1.196"
"PTPN23","BCK_eIF4E_RIP_2016.csv~1.748",NA,NA
"PTPN6","BCK_eIF4E_RIP_2016.csv~1.297",NA,NA
"PTPN7","BCK_eIF4E_RIP_2016.csv~1.889",NA,NA
"PTPRA","BCK_eIF4E_RIP_2016.csv~1.1673",NA,NA
"PTPRE","BCK_eIF4E_RIP_2016.csv~1.2935",NA,NA
"PTPRF","BCK_eIF4E_RIP_2016.csv~1.1529",NA,NA
"PTPRJ","BCK_eIF4E_RIP_2016.csv~1.1209",NA,NA
"PTPRU","BCK_eIF4E_RIP_2016.csv~1.3406",NA,NA
"PTPRVP","BCK_eIF4E_RIP_2016.csv~1.3063",NA,NA
"PUM1","BCK_eIF4E_RIP_2016.csv~1.245",NA,"MG_eIF4E_OE_DSG_2018.csv~1.45"
"PUS1","BCK_eIF4E_RIP_2016.csv~1.2062",NA,NA
"PUS7","BCK_eIF4E_RIP_2016.csv~1.320",NA,NA
"PWP1","BCK_eIF4E_RIP_2016.csv~1.1655",NA,NA
"PXMP4","BCK_eIF4E_RIP_2016.csv~1.1899",NA,NA
"PXN","BCK_eIF4E_RIP_2016.csv~1.3061",NA,NA
"PYCR2","BCK_eIF4E_RIP_2016.csv~1.1200",NA,NA
"PYGB","BCK_eIF4E_RIP_2016.csv~1.242",NA,NA
"PYGM","BCK_eIF4E_RIP_2016.csv~1.2397",NA,NA
"QARS","BCK_eIF4E_RIP_2016.csv~1.896",NA,NA
"QDPR","BCK_eIF4E_RIP_2016.csv~1.3423",NA,NA
"QPCTL","BCK_eIF4E_RIP_2016.csv~1.2416",NA,NA
"QRICH1","BCK_eIF4E_RIP_2016.csv~1.2710",NA,NA
"QRICH2","BCK_eIF4E_RIP_2016.csv~1.2220",NA,NA
"QSOX2","BCK_eIF4E_RIP_2016.csv~1.1547",NA,NA
"QTRT1","BCK_eIF4E_RIP_2016.csv~1.1534",NA,NA
"R3HDM2","BCK_eIF4E_RIP_2016.csv~1.3146",NA,NA
"R3HDM4","BCK_eIF4E_RIP_2016.csv~1.531",NA,NA
"RAB11B","BCK_eIF4E_RIP_2016.csv~1.2778",NA,NA
"RAB11FIP1","BCK_eIF4E_RIP_2016.csv~1.651",NA,NA
"RAB11FIP3","BCK_eIF4E_RIP_2016.csv~1.2530",NA,NA
"RAB11FIP4","BCK_eIF4E_RIP_2016.csv~1.778",NA,NA
"RAB24","BCK_eIF4E_RIP_2016.csv~1.1544",NA,NA
"RAB2B","BCK_eIF4E_RIP_2016.csv~1.2619",NA,NA
"RAB35","BCK_eIF4E_RIP_2016.csv~1.1047",NA,NA
"RAB40B","BCK_eIF4E_RIP_2016.csv~1.3743",NA,NA
"RAB40C","BCK_eIF4E_RIP_2016.csv~1.2838",NA,NA
"RAB5B","BCK_eIF4E_RIP_2016.csv~1.1403",NA,NA
"RAB6C-AS1","BCK_eIF4E_RIP_2016.csv~1.3779",NA,NA
"RAB7A","BCK_eIF4E_RIP_2016.csv~1.1305",NA,NA
"RAB8A","BCK_eIF4E_RIP_2016.csv~1.2038",NA,NA
"RABEP1","BCK_eIF4E_RIP_2016.csv~1.139",NA,NA
"RABEP2","BCK_eIF4E_RIP_2016.csv~1.699",NA,NA
"RABL2A","BCK_eIF4E_RIP_2016.csv~1.3834",NA,NA
"RABL2B","BCK_eIF4E_RIP_2016.csv~1.3691",NA,NA
"RABL6","BCK_eIF4E_RIP_2016.csv~1.1241",NA,NA
"RAC2","BCK_eIF4E_RIP_2016.csv~1.704",NA,NA
"RACGAP1","BCK_eIF4E_RIP_2016.csv~1.43",NA,NA
"RAD23A","BCK_eIF4E_RIP_2016.csv~1.1138",NA,NA
"RAD50","BCK_eIF4E_RIP_2016.csv~1.1354",NA,NA
"RAD51","BCK_eIF4E_RIP_2016.csv~1.1235",NA,NA
"RAD52","BCK_eIF4E_RIP_2016.csv~1.1404",NA,NA
"RAD54L","BCK_eIF4E_RIP_2016.csv~1.2829",NA,NA
"RAD54L2","BCK_eIF4E_RIP_2016.csv~1.2597",NA,NA
"RAF1","BCK_eIF4E_RIP_2016.csv~1.1119",NA,NA
"RALBP1","BCK_eIF4E_RIP_2016.csv~1.1874",NA,NA
"RALGAPA2","BCK_eIF4E_RIP_2016.csv~1.1550",NA,NA
"RALGAPB","BCK_eIF4E_RIP_2016.csv~1.89",NA,NA
"RALGDS","BCK_eIF4E_RIP_2016.csv~1.172",NA,NA
"RALGPS1","BCK_eIF4E_RIP_2016.csv~1.2997",NA,NA
"RANBP10","BCK_eIF4E_RIP_2016.csv~1.2770",NA,NA
"RANBP3","BCK_eIF4E_RIP_2016.csv~1.2093",NA,NA
"RANGAP1","BCK_eIF4E_RIP_2016.csv~1.1082",NA,NA
"RAPGEF1","BCK_eIF4E_RIP_2016.csv~1.1274",NA,NA
"RAPGEF2","BCK_eIF4E_RIP_2016.csv~1.1819",NA,NA
"RAPGEFL1","BCK_eIF4E_RIP_2016.csv~1.3261",NA,NA
"RASA3","BCK_eIF4E_RIP_2016.csv~1.1844",NA,NA
"RASA4","BCK_eIF4E_RIP_2016.csv~1.3802",NA,NA
"RASA4CP","BCK_eIF4E_RIP_2016.csv~1.3374",NA,NA
"RASAL3","BCK_eIF4E_RIP_2016.csv~1.2763",NA,NA
"RASGRP2","BCK_eIF4E_RIP_2016.csv~1.1629",NA,NA
"RASSF1","BCK_eIF4E_RIP_2016.csv~1.1576",NA,NA
"RASSF2","BCK_eIF4E_RIP_2016.csv~1.1370",NA,NA
"RASSF3","BCK_eIF4E_RIP_2016.csv~1.1709",NA,NA
"RASSF5","BCK_eIF4E_RIP_2016.csv~1.1804",NA,NA
"RAVER1","BCK_eIF4E_RIP_2016.csv~1.1061",NA,NA
"RBBP5","BCK_eIF4E_RIP_2016.csv~1.457",NA,NA
"RBBP6","BCK_eIF4E_RIP_2016.csv~1.385",NA,"MG_eIF4E_OE_DSG_2018.csv~1.267"
"RBBP7","BCK_eIF4E_RIP_2016.csv~1.1875",NA,NA
"RBCK1","BCK_eIF4E_RIP_2016.csv~1.2635",NA,NA
"RBFA","BCK_eIF4E_RIP_2016.csv~1.266",NA,NA
"RBL2","BCK_eIF4E_RIP_2016.csv~1.796",NA,NA
"RBM10","BCK_eIF4E_RIP_2016.csv~1.1790",NA,NA
"RBM17","BCK_eIF4E_RIP_2016.csv~1.1504",NA,NA
"RBM19","BCK_eIF4E_RIP_2016.csv~1.2852",NA,NA
"RBM22","BCK_eIF4E_RIP_2016.csv~1.1153",NA,NA
"RBM23","BCK_eIF4E_RIP_2016.csv~1.843",NA,NA
"RBM25","BCK_eIF4E_RIP_2016.csv~1.414",NA,NA
"RBM28","BCK_eIF4E_RIP_2016.csv~1.2737",NA,NA
"RBM3","BCK_eIF4E_RIP_2016.csv~1.45",NA,NA
"RBM33","BCK_eIF4E_RIP_2016.csv~1.1730",NA,NA
"RBM39","BCK_eIF4E_RIP_2016.csv~1.49",NA,NA
"RBM5","BCK_eIF4E_RIP_2016.csv~1.1979",NA,NA
"RBM6","BCK_eIF4E_RIP_2016.csv~1.1562",NA,NA
"RBM8A","BCK_eIF4E_RIP_2016.csv~1.2159",NA,NA
"RC3H1","BCK_eIF4E_RIP_2016.csv~1.441",NA,NA
"RCC1","BCK_eIF4E_RIP_2016.csv~1.286",NA,NA
"RCC2","BCK_eIF4E_RIP_2016.csv~1.1221",NA,NA
"RCCD1","BCK_eIF4E_RIP_2016.csv~1.1609",NA,NA
"RCOR1","BCK_eIF4E_RIP_2016.csv~1.1648",NA,NA
"RCOR2","BCK_eIF4E_RIP_2016.csv~1.1513",NA,NA
"RCSD1","BCK_eIF4E_RIP_2016.csv~1.771",NA,NA
"REC8","BCK_eIF4E_RIP_2016.csv~1.1595",NA,NA
"RECQL5","BCK_eIF4E_RIP_2016.csv~1.1142",NA,NA
"REL","BCK_eIF4E_RIP_2016.csv~1.1",NA,NA
"RELA","BCK_eIF4E_RIP_2016.csv~1.1876",NA,NA
"RELT","BCK_eIF4E_RIP_2016.csv~1.239",NA,NA
"RER1","BCK_eIF4E_RIP_2016.csv~1.2400",NA,NA
"RERE","BCK_eIF4E_RIP_2016.csv~1.1944",NA,NA
"RETSAT","BCK_eIF4E_RIP_2016.csv~1.2130",NA,NA
"REV1","BCK_eIF4E_RIP_2016.csv~1.175",NA,NA
"REXO1","BCK_eIF4E_RIP_2016.csv~1.2844",NA,NA
"REXO4","BCK_eIF4E_RIP_2016.csv~1.2943",NA,NA
"RFC2","BCK_eIF4E_RIP_2016.csv~1.278",NA,NA
"RFC5","BCK_eIF4E_RIP_2016.csv~1.2042",NA,NA
"RFNG","BCK_eIF4E_RIP_2016.csv~1.2237",NA,NA
"RFTN1","BCK_eIF4E_RIP_2016.csv~1.2279",NA,NA
"RFX1","BCK_eIF4E_RIP_2016.csv~1.2693",NA,NA
"RFX5","BCK_eIF4E_RIP_2016.csv~1.1463",NA,NA
"RGL2","BCK_eIF4E_RIP_2016.csv~1.1941",NA,NA
"RGL3","BCK_eIF4E_RIP_2016.csv~1.3511",NA,NA
"RGL4","BCK_eIF4E_RIP_2016.csv~1.2769",NA,NA
"RGS12","BCK_eIF4E_RIP_2016.csv~1.3713",NA,NA
"RGS14","BCK_eIF4E_RIP_2016.csv~1.528",NA,NA
"RHBDF2","BCK_eIF4E_RIP_2016.csv~1.3065",NA,NA
"RHOBTB2","BCK_eIF4E_RIP_2016.csv~1.438",NA,NA
"RHOT2","BCK_eIF4E_RIP_2016.csv~1.1751",NA,NA
"RHPN1","BCK_eIF4E_RIP_2016.csv~1.2698",NA,NA
"RIBC1","BCK_eIF4E_RIP_2016.csv~1.3348",NA,NA
"RIBC2","BCK_eIF4E_RIP_2016.csv~1.913",NA,NA
"RIMKLB","BCK_eIF4E_RIP_2016.csv~1.225",NA,NA
"RING1","BCK_eIF4E_RIP_2016.csv~1.2747",NA,NA
"RINL","BCK_eIF4E_RIP_2016.csv~1.828",NA,NA
"RINT1","BCK_eIF4E_RIP_2016.csv~1.433",NA,NA
"RIOK3","BCK_eIF4E_RIP_2016.csv~1.27",NA,NA
"RIPK1","BCK_eIF4E_RIP_2016.csv~1.2982",NA,NA
"RIPK3","BCK_eIF4E_RIP_2016.csv~1.1700",NA,NA
"RMDN3","BCK_eIF4E_RIP_2016.csv~1.1555",NA,NA
"RMND5B","BCK_eIF4E_RIP_2016.csv~1.1711",NA,NA
"RNASEL","BCK_eIF4E_RIP_2016.csv~1.3060",NA,NA
"RNASET2","BCK_eIF4E_RIP_2016.csv~1.1077",NA,NA
"RNF10","BCK_eIF4E_RIP_2016.csv~1.2075",NA,"MG_eIF4E_OE_DSG_2018.csv~1.55"
"RNF111","BCK_eIF4E_RIP_2016.csv~1.30",NA,NA
"RNF114","BCK_eIF4E_RIP_2016.csv~1.290",NA,NA
"RNF115","BCK_eIF4E_RIP_2016.csv~1.837",NA,NA
"RNF126","BCK_eIF4E_RIP_2016.csv~1.1064",NA,NA
"RNF167","BCK_eIF4E_RIP_2016.csv~1.632",NA,NA
"RNF168","BCK_eIF4E_RIP_2016.csv~1.399",NA,NA
"RNF183","BCK_eIF4E_RIP_2016.csv~1.3830",NA,NA
"RNF213","BCK_eIF4E_RIP_2016.csv~1.2479",NA,NA
"RNF214","BCK_eIF4E_RIP_2016.csv~1.2899",NA,NA
"RNF216","BCK_eIF4E_RIP_2016.csv~1.1318",NA,NA
"RNF220","BCK_eIF4E_RIP_2016.csv~1.1633",NA,NA
"RNF25","BCK_eIF4E_RIP_2016.csv~1.1328",NA,NA
"RNF31","BCK_eIF4E_RIP_2016.csv~1.775",NA,NA
"RNF39","BCK_eIF4E_RIP_2016.csv~1.3793",NA,NA
"RNF40","BCK_eIF4E_RIP_2016.csv~1.1141",NA,NA
"RNF44","BCK_eIF4E_RIP_2016.csv~1.2756",NA,NA
"RNF8","BCK_eIF4E_RIP_2016.csv~1.1862",NA,NA
"RNPC3","BCK_eIF4E_RIP_2016.csv~1.176",NA,NA
"RNPEP","BCK_eIF4E_RIP_2016.csv~1.3277",NA,NA
"RNPEPL1","BCK_eIF4E_RIP_2016.csv~1.2069",NA,NA
"RNPS1","BCK_eIF4E_RIP_2016.csv~1.1371",NA,"MG_eIF4E_OE_DSG_2018.csv~1.412"
"ROCK1","BCK_eIF4E_RIP_2016.csv~1.120",NA,NA
"ROCK2","BCK_eIF4E_RIP_2016.csv~1.115",NA,NA
"ROGDI","BCK_eIF4E_RIP_2016.csv~1.3314",NA,NA
"RPA1","BCK_eIF4E_RIP_2016.csv~1.1327",NA,NA
"RPAP1","BCK_eIF4E_RIP_2016.csv~1.1281",NA,NA
"RPL23AP64","BCK_eIF4E_RIP_2016.csv~1.3657",NA,NA
"RPN2","BCK_eIF4E_RIP_2016.csv~1.1431",NA,NA
"RPRD2","BCK_eIF4E_RIP_2016.csv~1.1028",NA,NA
"RPS10P7","BCK_eIF4E_RIP_2016.csv~1.3839",NA,NA
"RPUSD3","BCK_eIF4E_RIP_2016.csv~1.1578",NA,NA
"RRAS","BCK_eIF4E_RIP_2016.csv~1.3667",NA,NA
"RRBP1","BCK_eIF4E_RIP_2016.csv~1.2980",NA,NA
"RREB1","BCK_eIF4E_RIP_2016.csv~1.1441",NA,NA
"RRM2","BCK_eIF4E_RIP_2016.csv~1.332",NA,NA
"RRN3P1","BCK_eIF4E_RIP_2016.csv~1.1383",NA,NA
"RRN3P3","BCK_eIF4E_RIP_2016.csv~1.726",NA,NA
"RRNAD1","BCK_eIF4E_RIP_2016.csv~1.1442",NA,NA
"RRP1","BCK_eIF4E_RIP_2016.csv~1.66",NA,NA
"RRP12","BCK_eIF4E_RIP_2016.csv~1.378",NA,NA
"RRP1B","BCK_eIF4E_RIP_2016.csv~1.2675",NA,NA
"RRP36","BCK_eIF4E_RIP_2016.csv~1.2632",NA,NA
"RRP7B","BCK_eIF4E_RIP_2016.csv~1.312",NA,NA
"RRP9","BCK_eIF4E_RIP_2016.csv~1.976",NA,NA
"RSAD1","BCK_eIF4E_RIP_2016.csv~1.1140",NA,NA
"RSRP1","BCK_eIF4E_RIP_2016.csv~1.76",NA,NA
"RTCA","BCK_eIF4E_RIP_2016.csv~1.587",NA,NA
"RTEL1","BCK_eIF4E_RIP_2016.csv~1.3544",NA,NA
"RTF1","BCK_eIF4E_RIP_2016.csv~1.3034",NA,NA
"RTFDC1","BCK_eIF4E_RIP_2016.csv~1.1743",NA,NA
"RUFY1","BCK_eIF4E_RIP_2016.csv~1.3042",NA,NA
"RUFY3","BCK_eIF4E_RIP_2016.csv~1.133",NA,"MG_eIF4E_OE_DSG_2018.csv~1.54"
"RUNDC1","BCK_eIF4E_RIP_2016.csv~1.2610",NA,NA
"RUNX3","BCK_eIF4E_RIP_2016.csv~1.2867",NA,NA
"RXRB","BCK_eIF4E_RIP_2016.csv~1.1545",NA,NA
"RYR1","BCK_eIF4E_RIP_2016.csv~1.3069",NA,NA
"SAE1","BCK_eIF4E_RIP_2016.csv~1.1746",NA,"MG_eIF4E_OE_DSG_2018.csv~1.125"
"SAFB","BCK_eIF4E_RIP_2016.csv~1.3082",NA,NA
"SAFB2","BCK_eIF4E_RIP_2016.csv~1.3098",NA,NA
"SAMD1","BCK_eIF4E_RIP_2016.csv~1.3127",NA,NA
"SAMD10","BCK_eIF4E_RIP_2016.csv~1.3589",NA,NA
"SAMD4A","BCK_eIF4E_RIP_2016.csv~1.2122",NA,NA
"SAMD4B","BCK_eIF4E_RIP_2016.csv~1.2733",NA,NA
"SAMM50","BCK_eIF4E_RIP_2016.csv~1.1827",NA,NA
"SAP130","BCK_eIF4E_RIP_2016.csv~1.2713",NA,NA
"SAP25","BCK_eIF4E_RIP_2016.csv~1.3474",NA,NA
"SAP30BP","BCK_eIF4E_RIP_2016.csv~1.2084",NA,NA
"SARS","BCK_eIF4E_RIP_2016.csv~1.523",NA,NA
"SARS2","BCK_eIF4E_RIP_2016.csv~1.2331",NA,NA
"SART1","BCK_eIF4E_RIP_2016.csv~1.2387",NA,NA
"SART3","BCK_eIF4E_RIP_2016.csv~1.2423",NA,NA
"SASH3","BCK_eIF4E_RIP_2016.csv~1.198",NA,NA
"SBDS","BCK_eIF4E_RIP_2016.csv~1.886",NA,NA
"SBDSP1","BCK_eIF4E_RIP_2016.csv~1.1083",NA,NA
"SBNO1","BCK_eIF4E_RIP_2016.csv~1.165",NA,NA
"SCAF1","BCK_eIF4E_RIP_2016.csv~1.2288",NA,NA
"SCAF4","BCK_eIF4E_RIP_2016.csv~1.1693",NA,NA
"SCAI","BCK_eIF4E_RIP_2016.csv~1.13",NA,NA
"SCAMP3","BCK_eIF4E_RIP_2016.csv~1.2489",NA,NA
"SCAMP4","BCK_eIF4E_RIP_2016.csv~1.3025",NA,NA
"SCAMP5","BCK_eIF4E_RIP_2016.csv~1.1800",NA,NA
"SCAP","BCK_eIF4E_RIP_2016.csv~1.511",NA,NA
"SCARB1","BCK_eIF4E_RIP_2016.csv~1.2775",NA,NA
"SCARF2","BCK_eIF4E_RIP_2016.csv~1.3801",NA,NA
"SCD","BCK_eIF4E_RIP_2016.csv~1.1411",NA,NA
"SCMH1","BCK_eIF4E_RIP_2016.csv~1.1165",NA,NA
"SCN4A","BCK_eIF4E_RIP_2016.csv~1.738",NA,NA
"SCN8A","BCK_eIF4E_RIP_2016.csv~1.3763",NA,NA
"SCPEP1","BCK_eIF4E_RIP_2016.csv~1.3003",NA,NA
"SCRN1","BCK_eIF4E_RIP_2016.csv~1.1333",NA,NA
"SDCCAG3","BCK_eIF4E_RIP_2016.csv~1.1347",NA,NA
"SDE2","BCK_eIF4E_RIP_2016.csv~1.1304",NA,NA
"SDHA","BCK_eIF4E_RIP_2016.csv~1.1814",NA,NA
"SDHAP1","BCK_eIF4E_RIP_2016.csv~1.2579",NA,NA
"SDHAP2","BCK_eIF4E_RIP_2016.csv~1.2797",NA,NA
"SDHAP3","BCK_eIF4E_RIP_2016.csv~1.689",NA,NA
"SDK1","BCK_eIF4E_RIP_2016.csv~1.1787",NA,NA
"SEC13","BCK_eIF4E_RIP_2016.csv~1.1018",NA,NA
"SEC14L1","BCK_eIF4E_RIP_2016.csv~1.2608",NA,NA
