"GeneID","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"ENSG00000147168","BCK_eIF4E_RIP_2016.csv~1.1310",NA,NA
"ENSG00000147174","BCK_eIF4E_RIP_2016.csv~1.1830",NA,NA
"ENSG00000147394","BCK_eIF4E_RIP_2016.csv~1.3570",NA,NA
"ENSG00000147416","BCK_eIF4E_RIP_2016.csv~1.395",NA,NA
"ENSG00000147439","BCK_eIF4E_RIP_2016.csv~1.3002",NA,"MG_eIF4E_OE_DSG_2018.csv~1.305"
"ENSG00000147457","BCK_eIF4E_RIP_2016.csv~1.91",NA,NA
"ENSG00000147526","BCK_eIF4E_RIP_2016.csv~1.36",NA,NA
"ENSG00000147536","BCK_eIF4E_RIP_2016.csv~1.2534",NA,NA
"ENSG00000147548","BCK_eIF4E_RIP_2016.csv~1.932",NA,NA
"ENSG00000147789","BCK_eIF4E_RIP_2016.csv~1.560",NA,NA
"ENSG00000147799","BCK_eIF4E_RIP_2016.csv~1.2711",NA,NA
"ENSG00000147852","BCK_eIF4E_RIP_2016.csv~1.899",NA,NA
"ENSG00000147854","BCK_eIF4E_RIP_2016.csv~1.474",NA,NA
"ENSG00000147912","BCK_eIF4E_RIP_2016.csv~1.230",NA,NA
"ENSG00000148019","BCK_eIF4E_RIP_2016.csv~1.1010",NA,NA
"ENSG00000148158","BCK_eIF4E_RIP_2016.csv~1.1099",NA,NA
"ENSG00000148187","BCK_eIF4E_RIP_2016.csv~1.1184",NA,NA
"ENSG00000148200","BCK_eIF4E_RIP_2016.csv~1.1940",NA,NA
"ENSG00000148204","BCK_eIF4E_RIP_2016.csv~1.3659",NA,NA
"ENSG00000148218","BCK_eIF4E_RIP_2016.csv~1.3302",NA,NA
"ENSG00000148225","BCK_eIF4E_RIP_2016.csv~1.3552",NA,NA
"ENSG00000148308","BCK_eIF4E_RIP_2016.csv~1.989",NA,NA
"ENSG00000148337","BCK_eIF4E_RIP_2016.csv~1.3086",NA,NA
"ENSG00000148339","BCK_eIF4E_RIP_2016.csv~1.2263",NA,NA
"ENSG00000148341","BCK_eIF4E_RIP_2016.csv~1.990",NA,NA
"ENSG00000148343","BCK_eIF4E_RIP_2016.csv~1.180",NA,NA
"ENSG00000148356","BCK_eIF4E_RIP_2016.csv~1.1062",NA,NA
"ENSG00000148358","BCK_eIF4E_RIP_2016.csv~1.1473",NA,NA
"ENSG00000148377","BCK_eIF4E_RIP_2016.csv~1.3737",NA,NA
"ENSG00000148384","BCK_eIF4E_RIP_2016.csv~1.3356",NA,NA
"ENSG00000148396","BCK_eIF4E_RIP_2016.csv~1.2454",NA,NA
"ENSG00000148399","BCK_eIF4E_RIP_2016.csv~1.1357",NA,NA
"ENSG00000148429","BCK_eIF4E_RIP_2016.csv~1.145",NA,NA
"ENSG00000148600","BCK_eIF4E_RIP_2016.csv~1.3477",NA,NA
"ENSG00000148606","BCK_eIF4E_RIP_2016.csv~1.1625",NA,NA
"ENSG00000148660","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA
"ENSG00000148719","BCK_eIF4E_RIP_2016.csv~1.299",NA,NA
"ENSG00000148730","BCK_eIF4E_RIP_2016.csv~1.802",NA,NA
"ENSG00000148737","BCK_eIF4E_RIP_2016.csv~1.1618",NA,NA
"ENSG00000148773","BCK_eIF4E_RIP_2016.csv~1.2393",NA,NA
"ENSG00000148814","BCK_eIF4E_RIP_2016.csv~1.2022",NA,NA
"ENSG00000148824","BCK_eIF4E_RIP_2016.csv~1.1037",NA,NA
"ENSG00000148840","BCK_eIF4E_RIP_2016.csv~1.2174",NA,NA
"ENSG00000148843","BCK_eIF4E_RIP_2016.csv~1.1733",NA,NA
"ENSG00000148985","BCK_eIF4E_RIP_2016.csv~1.1649",NA,"MG_eIF4E_OE_DSG_2018.csv~1.308"
"ENSG00000149016","BCK_eIF4E_RIP_2016.csv~1.785",NA,NA
"ENSG00000149115","BCK_eIF4E_RIP_2016.csv~1.1879",NA,NA
"ENSG00000149136","BCK_eIF4E_RIP_2016.csv~1.2600",NA,NA
"ENSG00000149150","BCK_eIF4E_RIP_2016.csv~1.179",NA,NA
"ENSG00000149177","BCK_eIF4E_RIP_2016.csv~1.1209",NA,NA
"ENSG00000149187","BCK_eIF4E_RIP_2016.csv~1.1920",NA,NA
"ENSG00000149262","BCK_eIF4E_RIP_2016.csv~1.204",NA,NA
"ENSG00000149269","BCK_eIF4E_RIP_2016.csv~1.3574",NA,NA
"ENSG00000149474","BCK_eIF4E_RIP_2016.csv~1.2532",NA,NA
"ENSG00000149476","BCK_eIF4E_RIP_2016.csv~1.986",NA,NA
"ENSG00000149480","BCK_eIF4E_RIP_2016.csv~1.856",NA,NA
"ENSG00000149485","BCK_eIF4E_RIP_2016.csv~1.2040",NA,NA
"ENSG00000149499","BCK_eIF4E_RIP_2016.csv~1.341",NA,NA
"ENSG00000149503","BCK_eIF4E_RIP_2016.csv~1.2320",NA,NA
"ENSG00000149532","BCK_eIF4E_RIP_2016.csv~1.2996",NA,NA
"ENSG00000149541","BCK_eIF4E_RIP_2016.csv~1.527",NA,NA
"ENSG00000149577","BCK_eIF4E_RIP_2016.csv~1.1614",NA,NA
"ENSG00000149591","BCK_eIF4E_RIP_2016.csv~1.3165",NA,NA
"ENSG00000149636","BCK_eIF4E_RIP_2016.csv~1.1599",NA,NA
"ENSG00000149639","BCK_eIF4E_RIP_2016.csv~1.2392",NA,NA
"ENSG00000149657","BCK_eIF4E_RIP_2016.csv~1.2961",NA,NA
"ENSG00000149658","BCK_eIF4E_RIP_2016.csv~1.876",NA,NA
"ENSG00000149679","BCK_eIF4E_RIP_2016.csv~1.3126",NA,NA
"ENSG00000149716","BCK_eIF4E_RIP_2016.csv~1.3124",NA,NA
"ENSG00000149922","BCK_eIF4E_RIP_2016.csv~1.1884",NA,NA
"ENSG00000149923","BCK_eIF4E_RIP_2016.csv~1.776",NA,NA
"ENSG00000149929","BCK_eIF4E_RIP_2016.csv~1.1542",NA,NA
"ENSG00000149930","BCK_eIF4E_RIP_2016.csv~1.1317",NA,NA
"ENSG00000150403","BCK_eIF4E_RIP_2016.csv~1.3103",NA,NA
"ENSG00000150455","BCK_eIF4E_RIP_2016.csv~1.3359",NA,NA
"ENSG00000150712","BCK_eIF4E_RIP_2016.csv~1.526",NA,NA
"ENSG00000150867","BCK_eIF4E_RIP_2016.csv~1.1644",NA,NA
"ENSG00000150961","BCK_eIF4E_RIP_2016.csv~1.386",NA,NA
"ENSG00000150990","BCK_eIF4E_RIP_2016.csv~1.992",NA,NA
"ENSG00000150995","BCK_eIF4E_RIP_2016.csv~1.974",NA,"MG_eIF4E_OE_DSG_2018.csv~1.310"
"ENSG00000151067","BCK_eIF4E_RIP_2016.csv~1.1745",NA,NA
"ENSG00000151079","BCK_eIF4E_RIP_2016.csv~1.2615",NA,NA
"ENSG00000151148","BCK_eIF4E_RIP_2016.csv~1.2373",NA,NA
"ENSG00000151176","BCK_eIF4E_RIP_2016.csv~1.3160",NA,NA
"ENSG00000151240","BCK_eIF4E_RIP_2016.csv~1.393",NA,NA
"ENSG00000151498","BCK_eIF4E_RIP_2016.csv~1.2995",NA,NA
"ENSG00000151502","BCK_eIF4E_RIP_2016.csv~1.2185",NA,NA
"ENSG00000151503","BCK_eIF4E_RIP_2016.csv~1.894",NA,NA
"ENSG00000151532","BCK_eIF4E_RIP_2016.csv~1.229",NA,NA
"ENSG00000151552","BCK_eIF4E_RIP_2016.csv~1.3423",NA,NA
"ENSG00000151612","BCK_eIF4E_RIP_2016.csv~1.2812",NA,NA
"ENSG00000151726","BCK_eIF4E_RIP_2016.csv~1.1320",NA,NA
"ENSG00000151746","BCK_eIF4E_RIP_2016.csv~1.2470",NA,"MG_eIF4E_OE_DSG_2018.csv~1.313"
"ENSG00000152102","BCK_eIF4E_RIP_2016.csv~1.2491",NA,NA
"ENSG00000152154","BCK_eIF4E_RIP_2016.csv~1.3833",NA,NA
"ENSG00000152192","BCK_eIF4E_RIP_2016.csv~1.2097",NA,NA
"ENSG00000152217","BCK_eIF4E_RIP_2016.csv~1.1792",NA,NA
"ENSG00000152223","BCK_eIF4E_RIP_2016.csv~1.551",NA,NA
"ENSG00000152284","BCK_eIF4E_RIP_2016.csv~1.3849",NA,NA
"ENSG00000152291","BCK_eIF4E_RIP_2016.csv~1.1801",NA,NA
"ENSG00000152465","BCK_eIF4E_RIP_2016.csv~1.2616",NA,NA
"ENSG00000152556","BCK_eIF4E_RIP_2016.csv~1.2229",NA,NA
"ENSG00000152818","BCK_eIF4E_RIP_2016.csv~1.810",NA,NA
"ENSG00000153066","BCK_eIF4E_RIP_2016.csv~1.497",NA,NA
"ENSG00000153107","BCK_eIF4E_RIP_2016.csv~1.982",NA,NA
"ENSG00000153179","BCK_eIF4E_RIP_2016.csv~1.1709",NA,NA
"ENSG00000153291","BCK_eIF4E_RIP_2016.csv~1.23",NA,NA
"ENSG00000153317","BCK_eIF4E_RIP_2016.csv~1.389",NA,NA
"ENSG00000153395","BCK_eIF4E_RIP_2016.csv~1.2826",NA,NA
"ENSG00000153443","BCK_eIF4E_RIP_2016.csv~1.3476",NA,NA
"ENSG00000153495","BCK_eIF4E_RIP_2016.csv~1.3687",NA,NA
"ENSG00000153560","BCK_eIF4E_RIP_2016.csv~1.1850",NA,NA
"ENSG00000153575","BCK_eIF4E_RIP_2016.csv~1.1125",NA,NA
"ENSG00000153774","BCK_eIF4E_RIP_2016.csv~1.1295",NA,NA
"ENSG00000153786","BCK_eIF4E_RIP_2016.csv~1.2661",NA,NA
"ENSG00000153815","BCK_eIF4E_RIP_2016.csv~1.2979",NA,NA
"ENSG00000153944","BCK_eIF4E_RIP_2016.csv~1.1484",NA,NA
"ENSG00000154118","BCK_eIF4E_RIP_2016.csv~1.2854",NA,NA
"ENSG00000154144","BCK_eIF4E_RIP_2016.csv~1.138",NA,NA
"ENSG00000154222","BCK_eIF4E_RIP_2016.csv~1.934",NA,NA
"ENSG00000154229","BCK_eIF4E_RIP_2016.csv~1.2191",NA,NA
"ENSG00000154237","BCK_eIF4E_RIP_2016.csv~1.2759",NA,NA
"ENSG00000154277","BCK_eIF4E_RIP_2016.csv~1.2511",NA,NA
"ENSG00000154305","BCK_eIF4E_RIP_2016.csv~1.405",NA,NA
"ENSG00000154767","BCK_eIF4E_RIP_2016.csv~1.2336",NA,NA
"ENSG00000154781","BCK_eIF4E_RIP_2016.csv~1.1160",NA,NA
"ENSG00000154803","BCK_eIF4E_RIP_2016.csv~1.597",NA,NA
"ENSG00000154832","BCK_eIF4E_RIP_2016.csv~1.1197",NA,NA
"ENSG00000154889","BCK_eIF4E_RIP_2016.csv~1.997",NA,NA
"ENSG00000154920","BCK_eIF4E_RIP_2016.csv~1.2986",NA,"MG_eIF4E_OE_DSG_2018.csv~1.323"
"ENSG00000154930","BCK_eIF4E_RIP_2016.csv~1.2730",NA,NA
"ENSG00000154945","BCK_eIF4E_RIP_2016.csv~1.2501",NA,NA
"ENSG00000155229","BCK_eIF4E_RIP_2016.csv~1.1038",NA,NA
"ENSG00000155256","BCK_eIF4E_RIP_2016.csv~1.1717",NA,NA
"ENSG00000155275","BCK_eIF4E_RIP_2016.csv~1.2834",NA,NA
"ENSG00000155287","BCK_eIF4E_RIP_2016.csv~1.2721",NA,NA
"ENSG00000155363","BCK_eIF4E_RIP_2016.csv~1.186",NA,NA
"ENSG00000155393","BCK_eIF4E_RIP_2016.csv~1.1042",NA,NA
"ENSG00000155463","BCK_eIF4E_RIP_2016.csv~1.2718",NA,NA
"ENSG00000155506","BCK_eIF4E_RIP_2016.csv~1.2923",NA,NA
"ENSG00000155592","BCK_eIF4E_RIP_2016.csv~1.1385",NA,NA
"ENSG00000155629","BCK_eIF4E_RIP_2016.csv~1.59",NA,NA
"ENSG00000155640","BCK_eIF4E_RIP_2016.csv~1.1149",NA,NA
"ENSG00000155657","BCK_eIF4E_RIP_2016.csv~1.144",NA,NA
"ENSG00000155660","BCK_eIF4E_RIP_2016.csv~1.506",NA,NA
"ENSG00000155846","BCK_eIF4E_RIP_2016.csv~1.2505",NA,"MG_eIF4E_OE_DSG_2018.csv~1.325"
"ENSG00000155858","BCK_eIF4E_RIP_2016.csv~1.3080",NA,NA
"ENSG00000155966","BCK_eIF4E_RIP_2016.csv~1.298",NA,NA
"ENSG00000156030","BCK_eIF4E_RIP_2016.csv~1.2023",NA,NA
"ENSG00000156150","BCK_eIF4E_RIP_2016.csv~1.3800",NA,NA
"ENSG00000156232","BCK_eIF4E_RIP_2016.csv~1.2857",NA,NA
"ENSG00000156304","BCK_eIF4E_RIP_2016.csv~1.1693",NA,NA
"ENSG00000156398","BCK_eIF4E_RIP_2016.csv~1.236",NA,NA
"ENSG00000156502","BCK_eIF4E_RIP_2016.csv~1.1408",NA,NA
"ENSG00000156504","BCK_eIF4E_RIP_2016.csv~1.1747",NA,NA
"ENSG00000156515","BCK_eIF4E_RIP_2016.csv~1.2568",NA,NA
"ENSG00000156599","BCK_eIF4E_RIP_2016.csv~1.731",NA,NA
"ENSG00000156603","BCK_eIF4E_RIP_2016.csv~1.2312",NA,NA
"ENSG00000156639","BCK_eIF4E_RIP_2016.csv~1.3369",NA,NA
"ENSG00000156650","BCK_eIF4E_RIP_2016.csv~1.1490",NA,NA
"ENSG00000156675","BCK_eIF4E_RIP_2016.csv~1.651",NA,NA
"ENSG00000156697","BCK_eIF4E_RIP_2016.csv~1.1466",NA,NA
"ENSG00000156709","BCK_eIF4E_RIP_2016.csv~1.1501",NA,NA
"ENSG00000156711","BCK_eIF4E_RIP_2016.csv~1.1994",NA,NA
"ENSG00000156858","BCK_eIF4E_RIP_2016.csv~1.1098",NA,NA
"ENSG00000156860","BCK_eIF4E_RIP_2016.csv~1.3239",NA,NA
"ENSG00000156873","BCK_eIF4E_RIP_2016.csv~1.2098",NA,NA
"ENSG00000156970","BCK_eIF4E_RIP_2016.csv~1.272",NA,NA
"ENSG00000156983","BCK_eIF4E_RIP_2016.csv~1.2217",NA,NA
"ENSG00000156990","BCK_eIF4E_RIP_2016.csv~1.1578",NA,NA
"ENSG00000157014","BCK_eIF4E_RIP_2016.csv~1.258",NA,NA
"ENSG00000157020","BCK_eIF4E_RIP_2016.csv~1.1018",NA,NA
"ENSG00000157077","BCK_eIF4E_RIP_2016.csv~1.2828",NA,NA
"ENSG00000157106","BCK_eIF4E_RIP_2016.csv~1.161",NA,NA
"ENSG00000157191","BCK_eIF4E_RIP_2016.csv~1.499",NA,NA
"ENSG00000157193","BCK_eIF4E_RIP_2016.csv~1.823",NA,NA
"ENSG00000157212","BCK_eIF4E_RIP_2016.csv~1.1461",NA,NA
"ENSG00000157216","BCK_eIF4E_RIP_2016.csv~1.3319",NA,NA
"ENSG00000157227","BCK_eIF4E_RIP_2016.csv~1.3746",NA,NA
"ENSG00000157259","BCK_eIF4E_RIP_2016.csv~1.2146",NA,NA
"ENSG00000157326","BCK_eIF4E_RIP_2016.csv~1.3740",NA,NA
"ENSG00000157343","BCK_eIF4E_RIP_2016.csv~1.3808",NA,NA
"ENSG00000157349","BCK_eIF4E_RIP_2016.csv~1.1739",NA,NA
"ENSG00000157379","BCK_eIF4E_RIP_2016.csv~1.2230",NA,NA
"ENSG00000157450","BCK_eIF4E_RIP_2016.csv~1.30",NA,NA
"ENSG00000157483","BCK_eIF4E_RIP_2016.csv~1.1105",NA,NA
"ENSG00000157557","BCK_eIF4E_RIP_2016.csv~1.3068",NA,NA
"ENSG00000157570","BCK_eIF4E_RIP_2016.csv~1.2841",NA,NA
"ENSG00000157601","BCK_eIF4E_RIP_2016.csv~1.3027",NA,NA
"ENSG00000157617","BCK_eIF4E_RIP_2016.csv~1.1768",NA,NA
"ENSG00000157637","BCK_eIF4E_RIP_2016.csv~1.1103",NA,NA
"ENSG00000157657","BCK_eIF4E_RIP_2016.csv~1.3701",NA,NA
"ENSG00000157693","BCK_eIF4E_RIP_2016.csv~1.1044",NA,NA
"ENSG00000157796","BCK_eIF4E_RIP_2016.csv~1.132",NA,NA
"ENSG00000157800","BCK_eIF4E_RIP_2016.csv~1.1590",NA,NA
"ENSG00000157873","BCK_eIF4E_RIP_2016.csv~1.1780",NA,NA
"ENSG00000157881","BCK_eIF4E_RIP_2016.csv~1.336",NA,NA
"ENSG00000157895","BCK_eIF4E_RIP_2016.csv~1.2153",NA,NA
"ENSG00000157916","BCK_eIF4E_RIP_2016.csv~1.2400",NA,NA
"ENSG00000157933","BCK_eIF4E_RIP_2016.csv~1.3545",NA,NA
"ENSG00000157954","BCK_eIF4E_RIP_2016.csv~1.475",NA,NA
"ENSG00000157978","BCK_eIF4E_RIP_2016.csv~1.3626",NA,NA
"ENSG00000157999","BCK_eIF4E_RIP_2016.csv~1.3079",NA,NA
"ENSG00000158006","BCK_eIF4E_RIP_2016.csv~1.1714",NA,NA
"ENSG00000158023","BCK_eIF4E_RIP_2016.csv~1.2317",NA,NA
"ENSG00000158062","BCK_eIF4E_RIP_2016.csv~1.1051",NA,NA
"ENSG00000158106","BCK_eIF4E_RIP_2016.csv~1.2698",NA,NA
"ENSG00000158161","BCK_eIF4E_RIP_2016.csv~1.291",NA,NA
"ENSG00000158195","BCK_eIF4E_RIP_2016.csv~1.3000",NA,NA
"ENSG00000158417","BCK_eIF4E_RIP_2016.csv~1.1420",NA,NA
"ENSG00000158423","BCK_eIF4E_RIP_2016.csv~1.3348",NA,NA
"ENSG00000158457","BCK_eIF4E_RIP_2016.csv~1.1988",NA,NA
"ENSG00000158467","BCK_eIF4E_RIP_2016.csv~1.2840",NA,NA
"ENSG00000158470","BCK_eIF4E_RIP_2016.csv~1.1306",NA,NA
"ENSG00000158483","BCK_eIF4E_RIP_2016.csv~1.3795",NA,NA
"ENSG00000158517","BCK_eIF4E_RIP_2016.csv~1.2526",NA,NA
"ENSG00000158526","BCK_eIF4E_RIP_2016.csv~1.2964",NA,NA
"ENSG00000158545","BCK_eIF4E_RIP_2016.csv~1.3215",NA,NA
"ENSG00000158552","BCK_eIF4E_RIP_2016.csv~1.734",NA,NA
"ENSG00000158555","BCK_eIF4E_RIP_2016.csv~1.3414",NA,NA
"ENSG00000158578","BCK_eIF4E_RIP_2016.csv~1.3705",NA,NA
"ENSG00000158636","BCK_eIF4E_RIP_2016.csv~1.86",NA,NA
"ENSG00000158669","BCK_eIF4E_RIP_2016.csv~1.1910",NA,NA
"ENSG00000158769","BCK_eIF4E_RIP_2016.csv~1.162",NA,NA
"ENSG00000158773","BCK_eIF4E_RIP_2016.csv~1.827",NA,NA
"ENSG00000158796","BCK_eIF4E_RIP_2016.csv~1.892",NA,NA
"ENSG00000158863","BCK_eIF4E_RIP_2016.csv~1.2248",NA,NA
"ENSG00000158864","BCK_eIF4E_RIP_2016.csv~1.2911",NA,NA
"ENSG00000158941","BCK_eIF4E_RIP_2016.csv~1.1068",NA,NA
"ENSG00000159023","BCK_eIF4E_RIP_2016.csv~1.1009",NA,"MG_eIF4E_OE_DSG_2018.csv~1.328"
"ENSG00000159079","BCK_eIF4E_RIP_2016.csv~1.2951",NA,NA
"ENSG00000159086","BCK_eIF4E_RIP_2016.csv~1.925",NA,NA
"ENSG00000159110","BCK_eIF4E_RIP_2016.csv~1.626",NA,NA
"ENSG00000159131","BCK_eIF4E_RIP_2016.csv~1.38",NA,NA
"ENSG00000159140","BCK_eIF4E_RIP_2016.csv~1.719",NA,NA
"ENSG00000159147","BCK_eIF4E_RIP_2016.csv~1.1897",NA,NA
"ENSG00000159202","BCK_eIF4E_RIP_2016.csv~1.880",NA,NA
"ENSG00000159210","BCK_eIF4E_RIP_2016.csv~1.871",NA,NA
"ENSG00000159214","BCK_eIF4E_RIP_2016.csv~1.3467",NA,NA
"ENSG00000159217","BCK_eIF4E_RIP_2016.csv~1.2321",NA,NA
"ENSG00000159259","BCK_eIF4E_RIP_2016.csv~1.2448",NA,NA
"ENSG00000159314","BCK_eIF4E_RIP_2016.csv~1.1894",NA,NA
"ENSG00000159335","BCK_eIF4E_RIP_2016.csv~1.3308",NA,NA
"ENSG00000159348","BCK_eIF4E_RIP_2016.csv~1.2194",NA,NA
"ENSG00000159352","BCK_eIF4E_RIP_2016.csv~1.1848",NA,NA
"ENSG00000159363","BCK_eIF4E_RIP_2016.csv~1.1732",NA,NA
"ENSG00000159388","BCK_eIF4E_RIP_2016.csv~1.9",NA,NA
"ENSG00000159399","BCK_eIF4E_RIP_2016.csv~1.392",NA,NA
"ENSG00000159409","BCK_eIF4E_RIP_2016.csv~1.3765",NA,NA
"ENSG00000159433","BCK_eIF4E_RIP_2016.csv~1.2900",NA,NA
"ENSG00000159479","BCK_eIF4E_RIP_2016.csv~1.1783",NA,NA
"ENSG00000159496","BCK_eIF4E_RIP_2016.csv~1.2769",NA,NA
"ENSG00000159592","BCK_eIF4E_RIP_2016.csv~1.477",NA,NA
"ENSG00000159658","BCK_eIF4E_RIP_2016.csv~1.628",NA,NA
"ENSG00000159788","BCK_eIF4E_RIP_2016.csv~1.3713",NA,NA
"ENSG00000159840","BCK_eIF4E_RIP_2016.csv~1.3661",NA,NA
"ENSG00000159842","BCK_eIF4E_RIP_2016.csv~1.1491",NA,NA
"ENSG00000159899","BCK_eIF4E_RIP_2016.csv~1.2504",NA,NA
"ENSG00000159921","BCK_eIF4E_RIP_2016.csv~1.1048",NA,NA
"ENSG00000160007","BCK_eIF4E_RIP_2016.csv~1.959",NA,NA
"ENSG00000160014","BCK_eIF4E_RIP_2016.csv~1.496",NA,NA
"ENSG00000160049","BCK_eIF4E_RIP_2016.csv~1.572",NA,NA
"ENSG00000160058","BCK_eIF4E_RIP_2016.csv~1.1212",NA,NA
"ENSG00000160072","BCK_eIF4E_RIP_2016.csv~1.2395",NA,NA
"ENSG00000160094","BCK_eIF4E_RIP_2016.csv~1.3499",NA,NA
"ENSG00000160117","BCK_eIF4E_RIP_2016.csv~1.954",NA,NA
"ENSG00000160172","BCK_eIF4E_RIP_2016.csv~1.3712",NA,NA
"ENSG00000160191","BCK_eIF4E_RIP_2016.csv~1.3555",NA,NA
"ENSG00000160193","BCK_eIF4E_RIP_2016.csv~1.285",NA,NA
"ENSG00000160199","BCK_eIF4E_RIP_2016.csv~1.1591",NA,NA
"ENSG00000160200","BCK_eIF4E_RIP_2016.csv~1.1539",NA,NA
"ENSG00000160201","BCK_eIF4E_RIP_2016.csv~1.2672",NA,NA
"ENSG00000160208","BCK_eIF4E_RIP_2016.csv~1.2675",NA,NA
"ENSG00000160209","BCK_eIF4E_RIP_2016.csv~1.2048",NA,NA
"ENSG00000160211","BCK_eIF4E_RIP_2016.csv~1.1287",NA,NA
"ENSG00000160214","BCK_eIF4E_RIP_2016.csv~1.66",NA,NA
"ENSG00000160216","BCK_eIF4E_RIP_2016.csv~1.2663",NA,NA
"ENSG00000160218","BCK_eIF4E_RIP_2016.csv~1.2469",NA,NA
"ENSG00000160219","BCK_eIF4E_RIP_2016.csv~1.1990",NA,NA
"ENSG00000160223","BCK_eIF4E_RIP_2016.csv~1.831",NA,NA
"ENSG00000160271","BCK_eIF4E_RIP_2016.csv~1.172",NA,NA
"ENSG00000160285","BCK_eIF4E_RIP_2016.csv~1.1097",NA,NA
"ENSG00000160293","BCK_eIF4E_RIP_2016.csv~1.3736",NA,NA
"ENSG00000160294","BCK_eIF4E_RIP_2016.csv~1.2238",NA,NA
"ENSG00000160298","BCK_eIF4E_RIP_2016.csv~1.1087",NA,NA
"ENSG00000160299","BCK_eIF4E_RIP_2016.csv~1.2955",NA,"MG_eIF4E_OE_DSG_2018.csv~1.47"
"ENSG00000160305","BCK_eIF4E_RIP_2016.csv~1.1806",NA,NA
"ENSG00000160310","BCK_eIF4E_RIP_2016.csv~1.1224",NA,NA
"ENSG00000160336","BCK_eIF4E_RIP_2016.csv~1.269",NA,NA
"ENSG00000160408","BCK_eIF4E_RIP_2016.csv~1.1933",NA,NA
"ENSG00000160410","BCK_eIF4E_RIP_2016.csv~1.2120",NA,NA
"ENSG00000160445","BCK_eIF4E_RIP_2016.csv~1.1458",NA,NA
"ENSG00000160447","BCK_eIF4E_RIP_2016.csv~1.1182",NA,NA
"ENSG00000160460","BCK_eIF4E_RIP_2016.csv~1.3557",NA,NA
"ENSG00000160469","BCK_eIF4E_RIP_2016.csv~1.1426",NA,NA
"ENSG00000160584","BCK_eIF4E_RIP_2016.csv~1.1893",NA,NA
"ENSG00000160602","BCK_eIF4E_RIP_2016.csv~1.397",NA,NA
"ENSG00000160613","BCK_eIF4E_RIP_2016.csv~1.700",NA,NA
"ENSG00000160633","BCK_eIF4E_RIP_2016.csv~1.3082",NA,NA
"ENSG00000160691","BCK_eIF4E_RIP_2016.csv~1.1208",NA,NA
"ENSG00000160695","BCK_eIF4E_RIP_2016.csv~1.536",NA,NA
"ENSG00000160710","BCK_eIF4E_RIP_2016.csv~1.2570",NA,NA
"ENSG00000160714","BCK_eIF4E_RIP_2016.csv~1.3006",NA,NA
"ENSG00000160741","BCK_eIF4E_RIP_2016.csv~1.2234",NA,NA
"ENSG00000160752","BCK_eIF4E_RIP_2016.csv~1.537",NA,NA
"ENSG00000160766","BCK_eIF4E_RIP_2016.csv~1.3007",NA,NA
"ENSG00000160781","BCK_eIF4E_RIP_2016.csv~1.2949",NA,NA
"ENSG00000160785","BCK_eIF4E_RIP_2016.csv~1.1661",NA,NA
"ENSG00000160796","BCK_eIF4E_RIP_2016.csv~1.273",NA,NA
"ENSG00000160803","BCK_eIF4E_RIP_2016.csv~1.3087",NA,NA
"ENSG00000160818","BCK_eIF4E_RIP_2016.csv~1.2642",NA,NA
"ENSG00000160828","BCK_eIF4E_RIP_2016.csv~1.1560",NA,NA
"ENSG00000160856","BCK_eIF4E_RIP_2016.csv~1.1692",NA,NA
"ENSG00000160867","BCK_eIF4E_RIP_2016.csv~1.2705",NA,NA
"ENSG00000160877","BCK_eIF4E_RIP_2016.csv~1.919",NA,NA
"ENSG00000160953","BCK_eIF4E_RIP_2016.csv~1.2599",NA,NA
"ENSG00000160961","BCK_eIF4E_RIP_2016.csv~1.2277",NA,NA
"ENSG00000161013","BCK_eIF4E_RIP_2016.csv~1.890",NA,NA
"ENSG00000161021","BCK_eIF4E_RIP_2016.csv~1.2394",NA,NA
"ENSG00000161202","BCK_eIF4E_RIP_2016.csv~1.3208",NA,NA
"ENSG00000161203","BCK_eIF4E_RIP_2016.csv~1.1842",NA,NA
"ENSG00000161204","BCK_eIF4E_RIP_2016.csv~1.2366",NA,NA
"ENSG00000161267","BCK_eIF4E_RIP_2016.csv~1.2653",NA,NA
"ENSG00000161277","BCK_eIF4E_RIP_2016.csv~1.2273",NA,NA
"ENSG00000161395","BCK_eIF4E_RIP_2016.csv~1.1485",NA,NA
"ENSG00000161405","BCK_eIF4E_RIP_2016.csv~1.562",NA,NA
"ENSG00000161513","BCK_eIF4E_RIP_2016.csv~1.3053",NA,NA
"ENSG00000161526","BCK_eIF4E_RIP_2016.csv~1.2084",NA,NA
"ENSG00000161542","BCK_eIF4E_RIP_2016.csv~1.2643",NA,NA
"ENSG00000161551","BCK_eIF4E_RIP_2016.csv~1.1283",NA,NA
"ENSG00000161558","BCK_eIF4E_RIP_2016.csv~1.1230",NA,NA
"ENSG00000161609","BCK_eIF4E_RIP_2016.csv~1.2745",NA,NA
"ENSG00000161618","BCK_eIF4E_RIP_2016.csv~1.1095",NA,NA
"ENSG00000161654","BCK_eIF4E_RIP_2016.csv~1.3200",NA,NA
"ENSG00000161677","BCK_eIF4E_RIP_2016.csv~1.3726",NA,NA
"ENSG00000161692","BCK_eIF4E_RIP_2016.csv~1.3353",NA,NA
"ENSG00000161791","BCK_eIF4E_RIP_2016.csv~1.2487",NA,NA
