"GeneID","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"ENSG00000103404","BCK_eIF4E_RIP_2016.csv~1.330",NA,NA
"ENSG00000103423","BCK_eIF4E_RIP_2016.csv~1.1492",NA,NA
"ENSG00000103479","BCK_eIF4E_RIP_2016.csv~1.796",NA,NA
"ENSG00000103489","BCK_eIF4E_RIP_2016.csv~1.83",NA,NA
"ENSG00000103496","BCK_eIF4E_RIP_2016.csv~1.3397",NA,NA
"ENSG00000103512","BCK_eIF4E_RIP_2016.csv~1.3097",NA,NA
"ENSG00000103534","BCK_eIF4E_RIP_2016.csv~1.1960",NA,NA
"ENSG00000103544","BCK_eIF4E_RIP_2016.csv~1.927",NA,"MG_eIF4E_OE_DSG_2018.csv~1.228"
"ENSG00000103549","BCK_eIF4E_RIP_2016.csv~1.1141",NA,NA
"ENSG00000103653","BCK_eIF4E_RIP_2016.csv~1.289",NA,NA
"ENSG00000103657","BCK_eIF4E_RIP_2016.csv~1.418",NA,NA
"ENSG00000103671","BCK_eIF4E_RIP_2016.csv~1.1774",NA,NA
"ENSG00000103811","BCK_eIF4E_RIP_2016.csv~1.2133",NA,NA
"ENSG00000103876","BCK_eIF4E_RIP_2016.csv~1.3130",NA,NA
"ENSG00000103932","BCK_eIF4E_RIP_2016.csv~1.1281",NA,NA
"ENSG00000104133","BCK_eIF4E_RIP_2016.csv~1.616",NA,NA
"ENSG00000104228","BCK_eIF4E_RIP_2016.csv~1.1589",NA,NA
"ENSG00000104299","BCK_eIF4E_RIP_2016.csv~1.559",NA,NA
"ENSG00000104356","BCK_eIF4E_RIP_2016.csv~1.352",NA,NA
"ENSG00000104365","BCK_eIF4E_RIP_2016.csv~1.2456",NA,NA
"ENSG00000104419","BCK_eIF4E_RIP_2016.csv~1.2342",NA,NA
"ENSG00000104522","BCK_eIF4E_RIP_2016.csv~1.359",NA,NA
"ENSG00000104613","BCK_eIF4E_RIP_2016.csv~1.1439",NA,NA
"ENSG00000104687","BCK_eIF4E_RIP_2016.csv~1.2551",NA,NA
"ENSG00000104689","BCK_eIF4E_RIP_2016.csv~1.451",NA,NA
"ENSG00000104691","BCK_eIF4E_RIP_2016.csv~1.841",NA,NA
"ENSG00000104695","BCK_eIF4E_RIP_2016.csv~1.2644",NA,NA
"ENSG00000104728","BCK_eIF4E_RIP_2016.csv~1.3772",NA,NA
"ENSG00000104731","BCK_eIF4E_RIP_2016.csv~1.295",NA,NA
"ENSG00000104738","BCK_eIF4E_RIP_2016.csv~1.2535",NA,NA
"ENSG00000104774","BCK_eIF4E_RIP_2016.csv~1.1781",NA,NA
"ENSG00000104783","BCK_eIF4E_RIP_2016.csv~1.1966",NA,NA
"ENSG00000104805","BCK_eIF4E_RIP_2016.csv~1.1332",NA,NA
"ENSG00000104812","BCK_eIF4E_RIP_2016.csv~1.1070",NA,NA
"ENSG00000104814","BCK_eIF4E_RIP_2016.csv~1.2728",NA,NA
"ENSG00000104824","BCK_eIF4E_RIP_2016.csv~1.2103",NA,NA
"ENSG00000104825","BCK_eIF4E_RIP_2016.csv~1.2514",NA,NA
"ENSG00000104835","BCK_eIF4E_RIP_2016.csv~1.2331",NA,NA
"ENSG00000104852","BCK_eIF4E_RIP_2016.csv~1.1621",NA,NA
"ENSG00000104853","BCK_eIF4E_RIP_2016.csv~1.2777",NA,NA
"ENSG00000104859","BCK_eIF4E_RIP_2016.csv~1.2209",NA,NA
"ENSG00000104866","BCK_eIF4E_RIP_2016.csv~1.445",NA,NA
"ENSG00000104872","BCK_eIF4E_RIP_2016.csv~1.151",NA,NA
"ENSG00000104880","BCK_eIF4E_RIP_2016.csv~1.222",NA,NA
"ENSG00000104881","BCK_eIF4E_RIP_2016.csv~1.3410",NA,NA
"ENSG00000104884","BCK_eIF4E_RIP_2016.csv~1.353",NA,"MG_eIF4E_OE_DSG_2018.csv~1.82"
"ENSG00000104885","BCK_eIF4E_RIP_2016.csv~1.2067",NA,NA
"ENSG00000104894","BCK_eIF4E_RIP_2016.csv~1.1558",NA,NA
"ENSG00000104897","BCK_eIF4E_RIP_2016.csv~1.1023",NA,NA
"ENSG00000104907","BCK_eIF4E_RIP_2016.csv~1.888",NA,NA
"ENSG00000104915","BCK_eIF4E_RIP_2016.csv~1.2121",NA,NA
"ENSG00000104936","BCK_eIF4E_RIP_2016.csv~1.508",NA,NA
"ENSG00000104946","BCK_eIF4E_RIP_2016.csv~1.1315",NA,NA
"ENSG00000104957","BCK_eIF4E_RIP_2016.csv~1.1150",NA,NA
"ENSG00000104960","BCK_eIF4E_RIP_2016.csv~1.1101",NA,NA
"ENSG00000104964","BCK_eIF4E_RIP_2016.csv~1.2591",NA,NA
"ENSG00000104969","BCK_eIF4E_RIP_2016.csv~1.1163",NA,NA
"ENSG00000104973","BCK_eIF4E_RIP_2016.csv~1.60",NA,NA
"ENSG00000104980","BCK_eIF4E_RIP_2016.csv~1.2687",NA,NA
"ENSG00000104983","BCK_eIF4E_RIP_2016.csv~1.2523",NA,NA
"ENSG00000104998","BCK_eIF4E_RIP_2016.csv~1.2183",NA,NA
"ENSG00000105053","BCK_eIF4E_RIP_2016.csv~1.808",NA,NA
"ENSG00000105063","BCK_eIF4E_RIP_2016.csv~1.454",NA,NA
"ENSG00000105072","BCK_eIF4E_RIP_2016.csv~1.2593",NA,NA
"ENSG00000105122","BCK_eIF4E_RIP_2016.csv~1.2763",NA,NA
"ENSG00000105127","BCK_eIF4E_RIP_2016.csv~1.2624",NA,NA
"ENSG00000105173","BCK_eIF4E_RIP_2016.csv~1.2201",NA,NA
"ENSG00000105186","BCK_eIF4E_RIP_2016.csv~1.935",NA,NA
"ENSG00000105202","BCK_eIF4E_RIP_2016.csv~1.2155",NA,NA
"ENSG00000105204","BCK_eIF4E_RIP_2016.csv~1.2365",NA,NA
"ENSG00000105220","BCK_eIF4E_RIP_2016.csv~1.48",NA,NA
"ENSG00000105221","BCK_eIF4E_RIP_2016.csv~1.973",NA,NA
"ENSG00000105223","BCK_eIF4E_RIP_2016.csv~1.2860",NA,NA
"ENSG00000105245","BCK_eIF4E_RIP_2016.csv~1.3509",NA,NA
"ENSG00000105287","BCK_eIF4E_RIP_2016.csv~1.3113",NA,NA
"ENSG00000105298","BCK_eIF4E_RIP_2016.csv~1.793",NA,NA
"ENSG00000105321","BCK_eIF4E_RIP_2016.csv~1.2714",NA,NA
"ENSG00000105323","BCK_eIF4E_RIP_2016.csv~1.2839",NA,NA
"ENSG00000105325","BCK_eIF4E_RIP_2016.csv~1.264",NA,NA
"ENSG00000105339","BCK_eIF4E_RIP_2016.csv~1.1999",NA,NA
"ENSG00000105341","BCK_eIF4E_RIP_2016.csv~1.2223",NA,NA
"ENSG00000105364","BCK_eIF4E_RIP_2016.csv~1.1861",NA,NA
"ENSG00000105373","BCK_eIF4E_RIP_2016.csv~1.1337",NA,NA
"ENSG00000105376","BCK_eIF4E_RIP_2016.csv~1.2776",NA,NA
"ENSG00000105397","BCK_eIF4E_RIP_2016.csv~1.403",NA,NA
"ENSG00000105401","BCK_eIF4E_RIP_2016.csv~1.3149",NA,NA
"ENSG00000105402","BCK_eIF4E_RIP_2016.csv~1.836",NA,NA
"ENSG00000105409","BCK_eIF4E_RIP_2016.csv~1.2897",NA,NA
"ENSG00000105429","BCK_eIF4E_RIP_2016.csv~1.576",NA,NA
"ENSG00000105438","BCK_eIF4E_RIP_2016.csv~1.1066",NA,NA
"ENSG00000105443","BCK_eIF4E_RIP_2016.csv~1.1154",NA,NA
"ENSG00000105479","BCK_eIF4E_RIP_2016.csv~1.3321",NA,NA
"ENSG00000105483","BCK_eIF4E_RIP_2016.csv~1.661",NA,NA
"ENSG00000105486","BCK_eIF4E_RIP_2016.csv~1.1964",NA,NA
"ENSG00000105519","BCK_eIF4E_RIP_2016.csv~1.3222",NA,NA
"ENSG00000105552","BCK_eIF4E_RIP_2016.csv~1.1036",NA,NA
"ENSG00000105556","BCK_eIF4E_RIP_2016.csv~1.538",NA,NA
"ENSG00000105576","BCK_eIF4E_RIP_2016.csv~1.1155",NA,NA
"ENSG00000105613","BCK_eIF4E_RIP_2016.csv~1.3236",NA,NA
"ENSG00000105618","BCK_eIF4E_RIP_2016.csv~1.1541",NA,NA
"ENSG00000105619","BCK_eIF4E_RIP_2016.csv~1.1822",NA,NA
"ENSG00000105639","BCK_eIF4E_RIP_2016.csv~1.3037",NA,NA
"ENSG00000105655","BCK_eIF4E_RIP_2016.csv~1.243",NA,NA
"ENSG00000105656","BCK_eIF4E_RIP_2016.csv~1.1905",NA,NA
"ENSG00000105662","BCK_eIF4E_RIP_2016.csv~1.3107",NA,NA
"ENSG00000105663","BCK_eIF4E_RIP_2016.csv~1.2102",NA,NA
"ENSG00000105675","BCK_eIF4E_RIP_2016.csv~1.3331",NA,NA
"ENSG00000105698","BCK_eIF4E_RIP_2016.csv~1.594",NA,NA
"ENSG00000105700","BCK_eIF4E_RIP_2016.csv~1.1452",NA,NA
"ENSG00000105705","BCK_eIF4E_RIP_2016.csv~1.2780",NA,NA
"ENSG00000105717","BCK_eIF4E_RIP_2016.csv~1.2453",NA,NA
"ENSG00000105723","BCK_eIF4E_RIP_2016.csv~1.2927",NA,NA
"ENSG00000105726","BCK_eIF4E_RIP_2016.csv~1.686",NA,NA
"ENSG00000105737","BCK_eIF4E_RIP_2016.csv~1.3845",NA,NA
"ENSG00000105738","BCK_eIF4E_RIP_2016.csv~1.677",NA,NA
"ENSG00000105755","BCK_eIF4E_RIP_2016.csv~1.3722",NA,NA
"ENSG00000105771","BCK_eIF4E_RIP_2016.csv~1.2609",NA,NA
"ENSG00000105808","BCK_eIF4E_RIP_2016.csv~1.3802",NA,NA
"ENSG00000105821","BCK_eIF4E_RIP_2016.csv~1.1880",NA,NA
"ENSG00000105875","BCK_eIF4E_RIP_2016.csv~1.2703",NA,NA
"ENSG00000105953","BCK_eIF4E_RIP_2016.csv~1.142",NA,NA
"ENSG00000106089","BCK_eIF4E_RIP_2016.csv~1.3488",NA,NA
"ENSG00000106100","BCK_eIF4E_RIP_2016.csv~1.1947",NA,NA
"ENSG00000106105","BCK_eIF4E_RIP_2016.csv~1.259",NA,NA
"ENSG00000106144","BCK_eIF4E_RIP_2016.csv~1.2127",NA,NA
"ENSG00000106244","BCK_eIF4E_RIP_2016.csv~1.2015",NA,NA
"ENSG00000106261","BCK_eIF4E_RIP_2016.csv~1.698",NA,NA
"ENSG00000106263","BCK_eIF4E_RIP_2016.csv~1.2447",NA,NA
"ENSG00000106266","BCK_eIF4E_RIP_2016.csv~1.1282",NA,NA
"ENSG00000106290","BCK_eIF4E_RIP_2016.csv~1.1606",NA,NA
"ENSG00000106327","BCK_eIF4E_RIP_2016.csv~1.1289",NA,NA
"ENSG00000106333","BCK_eIF4E_RIP_2016.csv~1.3595",NA,NA
"ENSG00000106344","BCK_eIF4E_RIP_2016.csv~1.2737",NA,NA
"ENSG00000106346","BCK_eIF4E_RIP_2016.csv~1.1531",NA,NA
"ENSG00000106397","BCK_eIF4E_RIP_2016.csv~1.2123",NA,NA
"ENSG00000106404","BCK_eIF4E_RIP_2016.csv~1.2302",NA,NA
"ENSG00000106479","BCK_eIF4E_RIP_2016.csv~1.2108",NA,NA
"ENSG00000106608","BCK_eIF4E_RIP_2016.csv~1.495",NA,NA
"ENSG00000106609","BCK_eIF4E_RIP_2016.csv~1.423",NA,NA
"ENSG00000106624","BCK_eIF4E_RIP_2016.csv~1.2410",NA,NA
"ENSG00000106628","BCK_eIF4E_RIP_2016.csv~1.646",NA,NA
"ENSG00000106635","BCK_eIF4E_RIP_2016.csv~1.1164",NA,NA
"ENSG00000106636","BCK_eIF4E_RIP_2016.csv~1.1667",NA,NA
"ENSG00000106638","BCK_eIF4E_RIP_2016.csv~1.472",NA,NA
"ENSG00000106682","BCK_eIF4E_RIP_2016.csv~1.1415",NA,NA
"ENSG00000106683","BCK_eIF4E_RIP_2016.csv~1.1646",NA,NA
"ENSG00000106733","BCK_eIF4E_RIP_2016.csv~1.937",NA,NA
"ENSG00000106785","BCK_eIF4E_RIP_2016.csv~1.3049",NA,NA
"ENSG00000106789","BCK_eIF4E_RIP_2016.csv~1.3579",NA,NA
"ENSG00000106829","BCK_eIF4E_RIP_2016.csv~1.419",NA,NA
"ENSG00000106868","BCK_eIF4E_RIP_2016.csv~1.2356",NA,NA
"ENSG00000106948","BCK_eIF4E_RIP_2016.csv~1.500",NA,NA
"ENSG00000106992","BCK_eIF4E_RIP_2016.csv~1.3597",NA,NA
"ENSG00000107021","BCK_eIF4E_RIP_2016.csv~1.1896",NA,NA
"ENSG00000107099","BCK_eIF4E_RIP_2016.csv~1.972",NA,NA
"ENSG00000107104","BCK_eIF4E_RIP_2016.csv~1.1338",NA,NA
"ENSG00000107140","BCK_eIF4E_RIP_2016.csv~1.593",NA,NA
"ENSG00000107159","BCK_eIF4E_RIP_2016.csv~1.447",NA,NA
"ENSG00000107164","BCK_eIF4E_RIP_2016.csv~1.2346",NA,NA
"ENSG00000107263","BCK_eIF4E_RIP_2016.csv~1.1274",NA,NA
"ENSG00000107331","BCK_eIF4E_RIP_2016.csv~1.2962",NA,NA
"ENSG00000107341","BCK_eIF4E_RIP_2016.csv~1.1422",NA,NA
"ENSG00000107404","BCK_eIF4E_RIP_2016.csv~1.547",NA,NA
"ENSG00000107438","BCK_eIF4E_RIP_2016.csv~1.1170",NA,NA
"ENSG00000107521","BCK_eIF4E_RIP_2016.csv~1.1247",NA,"MG_eIF4E_OE_DSG_2018.csv~1.233"
"ENSG00000107554","BCK_eIF4E_RIP_2016.csv~1.1187",NA,NA
"ENSG00000107581","BCK_eIF4E_RIP_2016.csv~1.1129",NA,NA
"ENSG00000107651","BCK_eIF4E_RIP_2016.csv~1.117",NA,NA
"ENSG00000107672","BCK_eIF4E_RIP_2016.csv~1.2497",NA,NA
"ENSG00000107719","BCK_eIF4E_RIP_2016.csv~1.550",NA,NA
"ENSG00000107815","BCK_eIF4E_RIP_2016.csv~1.2741",NA,NA
"ENSG00000107816","BCK_eIF4E_RIP_2016.csv~1.3017",NA,NA
"ENSG00000107819","BCK_eIF4E_RIP_2016.csv~1.3282",NA,NA
"ENSG00000107829","BCK_eIF4E_RIP_2016.csv~1.432",NA,NA
"ENSG00000107862","BCK_eIF4E_RIP_2016.csv~1.2386",NA,NA
"ENSG00000107863","BCK_eIF4E_RIP_2016.csv~1.2293",NA,NA
"ENSG00000107882","BCK_eIF4E_RIP_2016.csv~1.3260",NA,NA
"ENSG00000107897","BCK_eIF4E_RIP_2016.csv~1.708",NA,NA
"ENSG00000107929","BCK_eIF4E_RIP_2016.csv~1.818",NA,NA
"ENSG00000107937","BCK_eIF4E_RIP_2016.csv~1.910",NA,NA
"ENSG00000107938","BCK_eIF4E_RIP_2016.csv~1.284",NA,NA
"ENSG00000107949","BCK_eIF4E_RIP_2016.csv~1.228",NA,NA
"ENSG00000107957","BCK_eIF4E_RIP_2016.csv~1.1424",NA,NA
"ENSG00000107959","BCK_eIF4E_RIP_2016.csv~1.1120",NA,NA
"ENSG00000108039","BCK_eIF4E_RIP_2016.csv~1.638",NA,"MG_eIF4E_OE_DSG_2018.csv~1.87"
"ENSG00000108091","BCK_eIF4E_RIP_2016.csv~1.558",NA,NA
"ENSG00000108175","BCK_eIF4E_RIP_2016.csv~1.3721",NA,NA
"ENSG00000108219","BCK_eIF4E_RIP_2016.csv~1.961",NA,NA
"ENSG00000108264","BCK_eIF4E_RIP_2016.csv~1.251",NA,NA
"ENSG00000108270","BCK_eIF4E_RIP_2016.csv~1.2405",NA,NA
"ENSG00000108272","BCK_eIF4E_RIP_2016.csv~1.2565",NA,NA
"ENSG00000108292","BCK_eIF4E_RIP_2016.csv~1.2970",NA,NA
"ENSG00000108296","BCK_eIF4E_RIP_2016.csv~1.3032",NA,NA
"ENSG00000108306","BCK_eIF4E_RIP_2016.csv~1.1659",NA,NA
"ENSG00000108312","BCK_eIF4E_RIP_2016.csv~1.1393",NA,NA
"ENSG00000108349","BCK_eIF4E_RIP_2016.csv~1.3178",NA,NA
"ENSG00000108352","BCK_eIF4E_RIP_2016.csv~1.3261",NA,NA
"ENSG00000108379","BCK_eIF4E_RIP_2016.csv~1.866",NA,NA
"ENSG00000108389","BCK_eIF4E_RIP_2016.csv~1.2432",NA,NA
"ENSG00000108395","BCK_eIF4E_RIP_2016.csv~1.210",NA,NA
"ENSG00000108405","BCK_eIF4E_RIP_2016.csv~1.2376",NA,NA
"ENSG00000108424","BCK_eIF4E_RIP_2016.csv~1.1912",NA,NA
"ENSG00000108439","BCK_eIF4E_RIP_2016.csv~1.1126",NA,NA
"ENSG00000108465","BCK_eIF4E_RIP_2016.csv~1.2190",NA,NA
"ENSG00000108468","BCK_eIF4E_RIP_2016.csv~1.1572",NA,NA
"ENSG00000108469","BCK_eIF4E_RIP_2016.csv~1.1142",NA,NA
"ENSG00000108474","BCK_eIF4E_RIP_2016.csv~1.520",NA,NA
"ENSG00000108509","BCK_eIF4E_RIP_2016.csv~1.2933",NA,NA
"ENSG00000108515","BCK_eIF4E_RIP_2016.csv~1.2984",NA,NA
"ENSG00000108523","BCK_eIF4E_RIP_2016.csv~1.632",NA,NA
"ENSG00000108578","BCK_eIF4E_RIP_2016.csv~1.2139",NA,NA
"ENSG00000108588","BCK_eIF4E_RIP_2016.csv~1.190",NA,NA
"ENSG00000108591","BCK_eIF4E_RIP_2016.csv~1.957",NA,NA
"ENSG00000108592","BCK_eIF4E_RIP_2016.csv~1.2404",NA,NA
"ENSG00000108604","BCK_eIF4E_RIP_2016.csv~1.398",NA,NA
"ENSG00000108651","BCK_eIF4E_RIP_2016.csv~1.1727",NA,NA
"ENSG00000108669","BCK_eIF4E_RIP_2016.csv~1.2473",NA,NA
"ENSG00000108671","BCK_eIF4E_RIP_2016.csv~1.1312",NA,NA
"ENSG00000108797","BCK_eIF4E_RIP_2016.csv~1.3739",NA,NA
"ENSG00000108799","BCK_eIF4E_RIP_2016.csv~1.2932",NA,NA
"ENSG00000108819","BCK_eIF4E_RIP_2016.csv~1.1810",NA,NA
"ENSG00000108840","BCK_eIF4E_RIP_2016.csv~1.656",NA,NA
"ENSG00000108848","BCK_eIF4E_RIP_2016.csv~1.768",NA,NA
"ENSG00000108883","BCK_eIF4E_RIP_2016.csv~1.1088",NA,NA
"ENSG00000108963","BCK_eIF4E_RIP_2016.csv~1.383",NA,NA
"ENSG00000109046","BCK_eIF4E_RIP_2016.csv~1.459",NA,NA
"ENSG00000109063","BCK_eIF4E_RIP_2016.csv~1.3781",NA,NA
"ENSG00000109065","BCK_eIF4E_RIP_2016.csv~1.434",NA,NA
"ENSG00000109066","BCK_eIF4E_RIP_2016.csv~1.2322",NA,NA
"ENSG00000109079","BCK_eIF4E_RIP_2016.csv~1.2412",NA,NA
"ENSG00000109111","BCK_eIF4E_RIP_2016.csv~1.2869",NA,NA
"ENSG00000109118","BCK_eIF4E_RIP_2016.csv~1.2917",NA,NA
"ENSG00000109265","BCK_eIF4E_RIP_2016.csv~1.3298",NA,NA
"ENSG00000109320","BCK_eIF4E_RIP_2016.csv~1.412",NA,NA
"ENSG00000109685","BCK_eIF4E_RIP_2016.csv~1.1815",NA,NA
"ENSG00000109689","BCK_eIF4E_RIP_2016.csv~1.309",NA,NA
"ENSG00000109736","BCK_eIF4E_RIP_2016.csv~1.2290",NA,NA
"ENSG00000109756","BCK_eIF4E_RIP_2016.csv~1.1819",NA,NA
"ENSG00000109814","BCK_eIF4E_RIP_2016.csv~1.915",NA,NA
"ENSG00000109920","BCK_eIF4E_RIP_2016.csv~1.2072",NA,NA
"ENSG00000110042","BCK_eIF4E_RIP_2016.csv~1.3169",NA,NA
"ENSG00000110048","BCK_eIF4E_RIP_2016.csv~1.2507",NA,NA
"ENSG00000110057","BCK_eIF4E_RIP_2016.csv~1.256",NA,NA
"ENSG00000110066","BCK_eIF4E_RIP_2016.csv~1.164",NA,NA
"ENSG00000110074","BCK_eIF4E_RIP_2016.csv~1.2654",NA,NA
"ENSG00000110090","BCK_eIF4E_RIP_2016.csv~1.2442",NA,NA
"ENSG00000110107","BCK_eIF4E_RIP_2016.csv~1.503",NA,NA
"ENSG00000110171","BCK_eIF4E_RIP_2016.csv~1.3442",NA,NA
"ENSG00000110274","BCK_eIF4E_RIP_2016.csv~1.3138",NA,"MG_eIF4E_OE_DSG_2018.csv~1.238"
"ENSG00000110324","BCK_eIF4E_RIP_2016.csv~1.3273",NA,NA
"ENSG00000110344","BCK_eIF4E_RIP_2016.csv~1.62",NA,NA
"ENSG00000110395","BCK_eIF4E_RIP_2016.csv~1.1954",NA,NA
"ENSG00000110427","BCK_eIF4E_RIP_2016.csv~1.3628",NA,NA
"ENSG00000110446","BCK_eIF4E_RIP_2016.csv~1.3228",NA,"MG_eIF4E_OE_DSG_2018.csv~1.239"
"ENSG00000110455","BCK_eIF4E_RIP_2016.csv~1.2830",NA,NA
"ENSG00000110514","BCK_eIF4E_RIP_2016.csv~1.1353",NA,NA
"ENSG00000110583","BCK_eIF4E_RIP_2016.csv~1.998",NA,NA
"ENSG00000110619","BCK_eIF4E_RIP_2016.csv~1.1945",NA,NA
"ENSG00000110660","BCK_eIF4E_RIP_2016.csv~1.1753",NA,NA
"ENSG00000110697","BCK_eIF4E_RIP_2016.csv~1.762",NA,NA
"ENSG00000110713","BCK_eIF4E_RIP_2016.csv~1.804",NA,NA
"ENSG00000110719","BCK_eIF4E_RIP_2016.csv~1.1293",NA,NA
"ENSG00000110721","BCK_eIF4E_RIP_2016.csv~1.2205",NA,NA
"ENSG00000110777","BCK_eIF4E_RIP_2016.csv~1.277",NA,NA
"ENSG00000110841","BCK_eIF4E_RIP_2016.csv~1.3324",NA,NA
"ENSG00000110844","BCK_eIF4E_RIP_2016.csv~1.3453",NA,NA
"ENSG00000110871","BCK_eIF4E_RIP_2016.csv~1.647",NA,NA
"ENSG00000110880","BCK_eIF4E_RIP_2016.csv~1.1020",NA,NA
"ENSG00000110881","BCK_eIF4E_RIP_2016.csv~1.3265",NA,NA
"ENSG00000110888","BCK_eIF4E_RIP_2016.csv~1.1220",NA,NA
"ENSG00000110906","BCK_eIF4E_RIP_2016.csv~1.2519",NA,NA
"ENSG00000110911","BCK_eIF4E_RIP_2016.csv~1.244",NA,NA
"ENSG00000110917","BCK_eIF4E_RIP_2016.csv~1.1177",NA,NA
"ENSG00000110931","BCK_eIF4E_RIP_2016.csv~1.2109",NA,NA
"ENSG00000110944","BCK_eIF4E_RIP_2016.csv~1.3303",NA,NA
"ENSG00000110955","BCK_eIF4E_RIP_2016.csv~1.44",NA,NA
"ENSG00000110987","BCK_eIF4E_RIP_2016.csv~1.2244",NA,NA
"ENSG00000111012","BCK_eIF4E_RIP_2016.csv~1.3461",NA,NA
"ENSG00000111087","BCK_eIF4E_RIP_2016.csv~1.2639",NA,"MG_eIF4E_OE_DSG_2018.csv~1.241"
"ENSG00000111144","BCK_eIF4E_RIP_2016.csv~1.267",NA,NA
"ENSG00000111206","BCK_eIF4E_RIP_2016.csv~1.2351",NA,NA
"ENSG00000111252","BCK_eIF4E_RIP_2016.csv~1.1902",NA,NA
"ENSG00000111271","BCK_eIF4E_RIP_2016.csv~1.1207",NA,NA
"ENSG00000111275","BCK_eIF4E_RIP_2016.csv~1.3468",NA,NA
"ENSG00000111331","BCK_eIF4E_RIP_2016.csv~1.1487",NA,NA
"ENSG00000111358","BCK_eIF4E_RIP_2016.csv~1.169",NA,NA
"ENSG00000111361","BCK_eIF4E_RIP_2016.csv~1.1199",NA,NA
"ENSG00000111364","BCK_eIF4E_RIP_2016.csv~1.2013",NA,NA
"ENSG00000111424","BCK_eIF4E_RIP_2016.csv~1.3463",NA,NA
"ENSG00000111445","BCK_eIF4E_RIP_2016.csv~1.2042",NA,NA
"ENSG00000111450","BCK_eIF4E_RIP_2016.csv~1.3096",NA,NA
"ENSG00000111540","BCK_eIF4E_RIP_2016.csv~1.1403",NA,NA
"ENSG00000111581","BCK_eIF4E_RIP_2016.csv~1.155",NA,NA
"ENSG00000111602","BCK_eIF4E_RIP_2016.csv~1.1111",NA,NA
"ENSG00000111641","BCK_eIF4E_RIP_2016.csv~1.2690",NA,NA
"ENSG00000111642","BCK_eIF4E_RIP_2016.csv~1.1259",NA,NA
"ENSG00000111644","BCK_eIF4E_RIP_2016.csv~1.3719",NA,NA
"ENSG00000111652","BCK_eIF4E_RIP_2016.csv~1.1231",NA,NA
"ENSG00000111653","BCK_eIF4E_RIP_2016.csv~1.1916",NA,NA
"ENSG00000111664","BCK_eIF4E_RIP_2016.csv~1.3121",NA,NA
"ENSG00000111665","BCK_eIF4E_RIP_2016.csv~1.873",NA,NA
"ENSG00000111667","BCK_eIF4E_RIP_2016.csv~1.351",NA,NA
"ENSG00000111674","BCK_eIF4E_RIP_2016.csv~1.2255",NA,NA
"ENSG00000111676","BCK_eIF4E_RIP_2016.csv~1.1854",NA,NA
"ENSG00000111679","BCK_eIF4E_RIP_2016.csv~1.297",NA,NA
"ENSG00000111684","BCK_eIF4E_RIP_2016.csv~1.1706",NA,NA
"ENSG00000111696","BCK_eIF4E_RIP_2016.csv~1.3559",NA,NA
"ENSG00000111707","BCK_eIF4E_RIP_2016.csv~1.1382",NA,NA
"ENSG00000111729","BCK_eIF4E_RIP_2016.csv~1.3195",NA,NA
"ENSG00000111732","BCK_eIF4E_RIP_2016.csv~1.3505",NA,NA
"ENSG00000111737","BCK_eIF4E_RIP_2016.csv~1.1047",NA,NA
"ENSG00000111752","BCK_eIF4E_RIP_2016.csv~1.3462",NA,NA
"ENSG00000111886","BCK_eIF4E_RIP_2016.csv~1.3630",NA,NA
"ENSG00000111913","BCK_eIF4E_RIP_2016.csv~1.509",NA,NA
"ENSG00000111981","BCK_eIF4E_RIP_2016.csv~1.3654",NA,NA
"ENSG00000112033","BCK_eIF4E_RIP_2016.csv~1.3641",NA,NA
"ENSG00000112079","BCK_eIF4E_RIP_2016.csv~1.940",NA,NA
"ENSG00000112118","BCK_eIF4E_RIP_2016.csv~1.396",NA,NA
"ENSG00000112130","BCK_eIF4E_RIP_2016.csv~1.1862",NA,NA
"ENSG00000112146","BCK_eIF4E_RIP_2016.csv~1.1131",NA,NA
"ENSG00000112159","BCK_eIF4E_RIP_2016.csv~1.1313",NA,NA
"ENSG00000112195","BCK_eIF4E_RIP_2016.csv~1.3766",NA,NA
"ENSG00000112242","BCK_eIF4E_RIP_2016.csv~1.1263",NA,NA
"ENSG00000112293","BCK_eIF4E_RIP_2016.csv~1.2232",NA,NA
"ENSG00000112578","BCK_eIF4E_RIP_2016.csv~1.375",NA,NA
"ENSG00000112584","BCK_eIF4E_RIP_2016.csv~1.1014",NA,"MG_eIF4E_OE_DSG_2018.csv~1.92"
"ENSG00000112592","BCK_eIF4E_RIP_2016.csv~1.1193",NA,NA
"ENSG00000112599","BCK_eIF4E_RIP_2016.csv~1.3788",NA,NA
"ENSG00000112624","BCK_eIF4E_RIP_2016.csv~1.1839",NA,"MG_eIF4E_OE_DSG_2018.csv~1.246"
"ENSG00000112640","BCK_eIF4E_RIP_2016.csv~1.1840",NA,NA
"ENSG00000112655","BCK_eIF4E_RIP_2016.csv~1.2341",NA,NA
"ENSG00000112658","BCK_eIF4E_RIP_2016.csv~1.1805",NA,NA
"ENSG00000112659","BCK_eIF4E_RIP_2016.csv~1.324",NA,NA
"ENSG00000112679","BCK_eIF4E_RIP_2016.csv~1.1934",NA,"MG_eIF4E_OE_DSG_2018.csv~1.247"
"ENSG00000112715","BCK_eIF4E_RIP_2016.csv~1.2360",NA,NA
