Gene,logFC,t,P.Value,adj.P.Val,B,ensembl_gene_id
GIT2,0.246214539106256,3.55489420293714,0.00138631737032145,0.00407668367358628,-2.03464893121071,ENSG00000139436
HDAC5,0.24630570697231,2.62325552321081,0.0140187466598762,0.0289909824602058,-3.9440946435318,ENSG00000108840
DDX31,0.246326303202198,3.37445611971948,0.00220886245993192,0.00602345333276542,-2.42949756290729,ENSG00000125485
TULP4,0.246337253608525,3.62568090265364,0.00115276050155436,0.00348864559246626,-1.86098180513392,ENSG00000130338
MED1,0.246378071035875,3.69556489446347,9.5997389150553e-4,0.00299383642407309,-1.70686148827674,ENSG00000125686
ASL,0.24642927624777,3.11946389775056,0.0042127528280432,0.0104199218834987,-2.98963503532464,ENSG00000126522
CARD8,0.246506463440136,3.66094980896945,0.00105116945817076,0.00322784604433089,-1.79371478140891,ENSG00000105483
NOP58,0.24668154896465,3.88338015075931,5.84781586831308e-4,0.00198697182460897,-1.2739697701987,ENSG00000055044
CCAR1,0.246733846652344,3.94186983390493,5.00628576530834e-4,0.00175476803701399,-1.14072995235528,ENSG00000060339
TADA3,0.246752525401057,2.82648553513783,0.00865174695724838,0.0193065711148085,-3.57435471305312,ENSG00000171148
TAB1,0.246752775392603,3.1664278337843,0.00374507220689271,0.00941927013988532,-2.87187792227514,ENSG00000100324
MCM10,0.247119489466147,2.6011043527789,0.0147624664923338,0.0302782152401216,-3.99307232886551,ENSG00000065328
ANKRD17,0.247158900434136,3.95895960699366,4.78370241377771e-4,0.00168952144826104,-1.11961430889847,ENSG00000132466
JOSD1,0.247260764418076,3.03188605882809,0.00523794452187588,0.0125863841805505,-3.1430506370034,ENSG00000100221
HN1L,0.247365292938174,3.31718960096241,0.00255704821687232,0.00681547053985902,-2.53957648168843,ENSG00000206053
FCHO1,0.247633661557117,3.33035630099577,0.00247258830954454,0.00662162005421137,-2.57783286172042,ENSG00000130475
PDE8A,0.24773319399575,2.87454170693404,0.0077025269097712,0.0174859078282146,-3.46312284439841,ENSG00000073417
LRCH3,0.247840431444429,3.73231755478426,8.71602485325244e-4,0.00275597054724249,-1.62630958099493,ENSG00000186001
HIPK1,0.247925778055361,3.70659711807728,9.32566442078065e-4,0.00292169645692556,-1.67375581705904,ENSG00000163349
IK,0.248001557139206,3.42157842226632,0.00195713283758994,0.00545970254199188,-2.33548288906915,ENSG00000113141
TBCD,0.248076567789398,3.43044973184473,0.00191295218932111,0.00535486379343595,-2.34189482755264,ENSG00000141556
CCBL1,0.248161092125003,2.77798979642772,0.00972065900851964,0.0213001377059258,-3.70997236633664,ENSG00000171097
SIPA1L3,0.248291783619249,3.5720531577897,0.00132579764898731,0.00392449404395855,-1.99296748854274,ENSG00000105738
CCHCR1,0.248404537997687,3.48526242041716,0.00166064422150416,0.00475521480542313,-2.21329060913207,ENSG00000206355
ANGPTL6,0.248443109999219,2.38423190861374,0.024236894836202,0.0459637168650906,-4.32753541737382,ENSG00000130812
PPP1R7,0.248597657245368,3.07529248260136,0.00470320752209487,0.011475614219011,-3.05131579835363,ENSG00000115685
OGFOD1,0.248691199900049,3.1440711563913,0.00396114404807266,0.00988040983210899,-2.91133080238845,ENSG00000087263
NRD1,0.248727186959075,3.78982913589757,7.49036366549091e-4,0.0024305771424411,-1.50348859732101,ENSG00000078618
BAI2,0.24873729011465,2.53242234558391,0.0173078240192443,0.0346931417696231,-4.13471231686135,ENSG00000121753
USP10,0.248767666275524,3.48155993038868,0.00167661894113546,0.00479461315259067,-2.17670547568189,ENSG00000103194
NFKBIZ,0.248831268703706,2.7825899254196,0.00961416808851915,0.0210988411584253,-3.6283932228619,ENSG00000144802
ATP13A1,0.249100338951081,3.4578454024638,0.00178252709853091,0.00504414762864577,-2.30735716056481,ENSG00000105726
ANO9,0.24921891703015,2.85030216577854,0.00816830432930797,0.0183825784550885,-3.55450841534779,ENSG00000185101
PNPLA7,0.249260958348586,3.10434097938256,0.00437489181004619,0.0107615044277813,-3.05750794502456,ENSG00000130653
SDHAP3,0.249383281511666,2.97215073470479,0.00606917019247228,0.0142565653354202,-3.26505099476411,ENSG00000185986
NUP93,0.249535348731628,3.2546534127514,0.00299762624010908,0.00780236196378031,-2.70144363195156,ENSG00000102900
BAZ1A,0.249619962494749,3.7752892017275,7.78328548861094e-4,0.00251181694006055,-1.51712043131492,ENSG00000198604
VPS33B,0.249743651322487,3.00471411522314,0.00560164387945589,0.013302751506672,-3.22110263895765,ENSG00000184056
HAUS4,0.249854822261,3.16245710080024,0.0037826052847656,0.00949711166352965,-2.88915385708692,ENSG00000092036
MYO19,0.24995620328681,3.63689760892985,0.00111945550454848,0.00340451881366899,-1.86281352761024,ENSG00000141140
ERBB2,0.250004115550591,2.69974840663671,0.0117103868484421,0.024875287534559,-3.84048313070734,ENSG00000141736
LETMD1,0.250031656535949,3.28651498612569,0.0027647379665918,0.00729268448197101,-2.61181674067723,ENSG00000050426
SRA1,0.250050989109938,2.43159411402961,0.0217857297359534,0.0420148736128763,-4.2429430058685,ENSG00000213523
ZKSCAN1,0.250198772415298,3.75676245454698,8.17280273830175e-4,0.00261155545043986,-1.54919334523536,ENSG00000106261
RABEP2,0.250487074878601,3.05287065278206,0.00497257204690453,0.0120243812413786,-3.11458813044903,ENSG00000177548
PCSK7,0.250573512587403,3.36432716660972,0.0022669198562549,0.00614819730389751,-2.45271763478275,ENSG00000160613
TRIM56,0.250720610915863,2.6858101356851,0.0121026105626951,0.0255950794812624,-3.84785192519434,ENSG00000169871
ADCY3,0.251084543276529,3.43368502984511,0.00189708132326385,0.00531387417905816,-2.32518826794441,ENSG00000138031
WDR13,0.25132142427903,2.89629221747552,0.00730604520967183,0.0167055979142602,-3.40135349446185,ENSG00000101940
RAC2,0.251350539973724,3.34456689349876,0.00238445232804701,0.00641869056086137,-2.46738706033735,ENSG00000128340
DERL3,0.251482965270564,3.33949871664541,0.00241553234933964,0.00649158693675773,-2.49420241532321,ENSG00000099958
TCTN3,0.251544331152233,2.45322481284949,0.0207437543376532,0.0403349052816762,-4.20737030890493,ENSG00000119977
FCF1,0.251564464429595,2.91861687966317,0.00691922296871737,0.0159446701815509,-3.37138872111112,ENSG00000119616
ACBD5,0.251769626370571,3.60224391665926,0.00122549467723188,0.00366772646254068,-1.89800691363029,ENSG00000107897
SLC7A1,0.25177817151001,3.44223941132219,0.0018557291831926,0.00521090755235147,-2.24995436029651,ENSG00000139514
PI4KB,0.251841882107485,3.33592713788025,0.00243766903630568,0.00653889609470179,-2.53062685519048,ENSG00000143393
P4HA2,0.252347133923097,3.36030515437093,0.00229037974607689,0.00620793324495119,-2.47975044555767,ENSG00000072682
SERINC4,0.252398175387466,3.19232533438706,0.00350889226757927,0.00891817445389601,-2.78911521309069,ENSG00000184716
COX19,0.252495215129659,2.5981792102555,0.0148633740474033,0.0304467001037294,-3.95060108353231,ENSG00000240230
HNRNPA1,0.25251476873359,2.95772246492649,0.00628796583672861,0.0146907792798718,-3.2944211168176,ENSG00000135486
GORASP2,0.252582353483311,2.96312527373931,0.00620517298630013,0.0145313421502768,-3.25694525448831,ENSG00000115806
ZNF426,0.252717397600998,2.79157432379445,0.00940933846293185,0.0207228907997022,-3.59043909862764,ENSG00000130818
U2AF2,0.252760020322359,3.76285712739554,8.04260612786805e-4,0.00258266523270123,-1.55367474174983,ENSG00000063244
SPG21,0.252932274091164,3.20387050595895,0.00340826877664482,0.00871912384772014,-2.76220770165695,ENSG00000090487
SON,0.253000387934213,4.1401135140154,2.94790436588611e-4,0.00113872783047603,-0.640932443435395,ENSG00000159140
DNAJC7,0.25307700980605,3.47830018621511,0.00169080665740513,0.00482455886441556,-2.17247051171662,ENSG00000262684
CRY2,0.253177464334075,3.05355751481857,0.00496410633411923,0.0120074664396421,-3.13426468374053,ENSG00000121671
LONP1,0.25328461015481,3.82018450078356,6.91317475735813e-4,0.00227167167488688,-1.40860395913647,ENSG00000196365
POLR2C,0.253398124518835,2.69386313675879,0.0118745261720823,0.0251577959027652,-3.78610273001302,ENSG00000102978
PIEZO1,0.253559944329729,3.43928859367119,0.00186989394125974,0.00524564240263077,-2.32601819204034,ENSG00000103335
SOAT2,0.253578241226557,3.37139109789181,0.00222627736574705,0.00606330166551162,-2.42569803634108,ENSG00000167780
RRN3P3,0.254098826239779,2.78321067930127,0.00959988217628105,0.0210732657011051,-3.60595468682196,ENSG00000257122
SP110,0.254312713289593,3.74263639913538,8.48254265395548e-4,0.00269395428758082,-1.57161337383748,ENSG00000135899
SEC61A2,0.254340935725251,2.58266032462581,0.0154095244400914,0.0314552092916635,-3.97936879427883,ENSG00000065665
TRIM22,0.25445820224731,3.58316093043613,0.00128799874701863,0.00383358269888648,-1.93168542463022,ENSG00000132274
HDAC1,0.254665706676974,4.10388632826085,3.24847154846509e-4,0.00122925125475855,-0.750894823335015,ENSG00000116478
ZDHHC5,0.254760594339574,3.62721726444471,0.00114814227743003,0.00347628992254526,-1.82877354291815,ENSG00000156599
ATXN1L,0.254797078782927,2.84866828747495,0.00820063817931583,0.0184457528555193,-3.48767443783049,ENSG00000224470
ANXA7,0.254803822680584,3.21767427506274,0.00329159301410253,0.00845591654939426,-2.74338683189143,ENSG00000138279
ZFAND2B,0.254812209007075,2.84742949419013,0.0082252338963502,0.0184914652253359,-3.49733081485183,ENSG00000158552
ANP32A,0.254996158950298,3.60709129016059,0.00121009396175054,0.00363168051442609,-1.87163357366226,ENSG00000140350
ARCN1,0.254998689465084,3.45735362599925,0.00178479055414115,0.00504945211689138,-2.20561816878713,ENSG00000095139
CUX1,0.255053206119153,4.29139688699322,1.96283512190174e-4,8.18352228248241e-4,-0.263097489078154,ENSG00000257923
SCN4A,0.255074775825589,3.22051473849513,0.00326806454370016,0.00840516679295943,-2.7395048866471,ENSG00000007314
KIAA0930,0.255134999599296,3.06563638766719,0.00481745882418735,0.0117081744504725,-3.09022949870843,ENSG00000100364
OGT,0.255222269246036,4.63767246983579,7.69429713306379e-5,3.83768957658729e-4,0.576294460671109,ENSG00000147162
P4HB,0.255426048762521,3.51457006311944,0.00153929888216652,0.00445292276897682,-2.10258403044944,ENSG00000185624
SSH2,0.255430569442424,4.21708032211343,2.39748105488572e-4,9.65162683273839e-4,-0.4423062506457,ENSG00000141298
NEAT1,0.255609206828585,4.17189378691197,2.70694368778458e-4,0.00106240175025717,-0.595771748947946,ENSG00000245532
MUTYH,0.255705416081359,3.33493833224895,0.00244383217432094,0.00655136756539516,-2.50687679866254,ENSG00000132781
FAF2,0.255791924484905,3.36731763831208,0.00224962739379223,0.00611271149607962,-2.41177995619622,ENSG00000113194
MPHOSPH10,0.255914694750238,3.13963828238826,0.00400538184776401,0.0099754215479609,-2.90970090634455,ENSG00000124383
LAMC1,0.255916050098892,3.5558720899411,0.00138279735284854,0.00406817539814924,-1.99715642602099,ENSG00000135862
PTPN23,0.255941001831313,3.45621637754106,0.00179003553653925,0.0050609824413957,-2.24709620584528,ENSG00000076201
TCERG1,0.255955811098461,4.17913458892567,2.65482437809701e-4,0.00104581096260514,-0.560433546279262,ENSG00000113649
TSC2,0.256095769546315,3.33346171720022,0.00245306377643696,0.00657340082755027,-2.5543058626238,ENSG00000103197
CBX7,0.256168231229208,2.91478887584563,0.00698414385255969,0.0160714533211241,-3.36582482973687,ENSG00000100307
LAP3,0.256251422688201,2.37509832826135,0.0247376627704192,0.0467290958458247,-4.32853030676542,ENSG00000002549
NIPSNAP1,0.256294443869111,3.10622385154908,0.00435438441139262,0.0107191833168582,-2.99566815119347,ENSG00000184117
TPCN2,0.256308442680841,3.08925234958232,0.00454259587704925,0.0111255465519205,-3.06103208042576,ENSG00000162341
C2orf68,0.256443688709962,2.84603178142676,0.00825306845304599,0.0185411987758948,-3.48437840078712,ENSG00000168887
PIGQ,0.256444378873938,2.52064637671434,0.0177830452483653,0.0354595724864884,-4.15143350295824,ENSG00000007541
POLDIP2,0.256631063417164,3.04905214410807,0.00501988744792244,0.0121231688134618,-3.10676553865926,ENSG00000004142
POLR3GL,0.256632022415482,2.82368194294575,0.00871039790217974,0.0194041001997254,-3.52541816436318,ENSG00000121851
DNPEP,0.256659768748968,3.30513177838486,0.00263682960034876,0.00699651720852808,-2.57410483290313,ENSG00000123992
MKL1,0.256739592294065,3.34747696232612,0.0023667814300199,0.00638038274625175,-2.49071008450732,ENSG00000196588
ARPC2,0.256773612897931,3.77908709408649,7.70570916918601e-4,0.00249049594581882,-1.48078614697047,ENSG00000163466
PITPNM1,0.257023851012237,2.80034906838984,0.00921325597749412,0.0203612305175965,-3.59430563070896,ENSG00000110697
PICK1,0.257160352787438,3.17980418617303,0.00362124166447669,0.00915927927720649,-2.81830511715117,ENSG00000100151
GSTK1,0.257165018700739,3.35688710941576,0.00231050087305692,0.00625072574179995,-2.45329998490007,ENSG00000197448
ELAVL1,0.257238629310995,3.26743158727391,0.00290204396764872,0.00759315534703414,-2.61362167768871,ENSG00000066044
SLC9A8,0.257246737070734,3.47472007160098,0.00170652287574649,0.00486085706358419,-2.16253019382926,ENSG00000197818
MDM4,0.257396180365252,4.49873124510758,1.12116562744931e-4,5.19338214146048e-4,0.256166909794767,ENSG00000198625
LUC7L3,0.257411481572958,4.87650809845766,4.02347496261939e-5,2.27710442195674e-4,1.18100173696272,ENSG00000108848
LMBR1L,0.257611800971148,3.37705178171811,0.00219421735146788,0.00598980737470722,-2.40382903261011,ENSG00000139636
KMT2C,0.257684226834066,4.50822842044013,1.0927093046136e-4,5.08846660753171e-4,0.221087637863146,ENSG00000055609
RCSD1,0.257745505640396,3.61358595724224,0.00118975463335444,0.00358140143863685,-1.84642342074558,ENSG00000198771
NCLN,0.25790856174713,3.17529914177954,0.003662501821896,0.00924382992878612,-2.85207293666648,ENSG00000125912
CLCC1,0.257989390630807,3.55675640047135,0.00137962165593814,0.00406251484668743,-1.97414706303832,ENSG00000121940
SYTL1,0.258098362139214,3.23982320884261,0.00311235485461854,0.00805736850997257,-2.71466670606087,ENSG00000142765
RNF31,0.258159936247281,3.39451961850046,0.00209807345135471,0.00577715538047471,-2.36940918130893,ENSG00000092098
PPP4C,0.258180801834596,2.6733531683847,0.0124635063627832,0.0262258838100509,-3.80715522275565,ENSG00000149923
NBR1,0.258265707134498,3.69689189987633,9.5663605481268e-4,0.00298652119903387,-1.66048941718225,ENSG00000188554
RAB11FIP4,0.258330916790396,3.20085464022174,0.00343428347900132,0.00876722920384946,-2.76721664522231,ENSG00000131242
UVRAG,0.25837398857499,3.59963136888218,0.00123387402270885,0.00369025257701658,-1.88718169193442,ENSG00000198382
WDTC1,0.258525165280204,3.481453187084,0.00167708169737356,0.00479488035168484,-2.14811467714016,ENSG00000142784
CYB5D1,0.25864181223728,3.04893319020043,0.00502136828466866,0.0121243117797756,-3.07569656116691,ENSG00000182224
CHD1L,0.258645181625114,3.52318145681676,0.00150531092422437,0.00437115896425969,-2.06446604221778,ENSG00000131778
EMC1,0.258887316572117,3.81305189967227,7.04475183092259e-4,0.00231139785243538,-1.39813095788411,ENSG00000127463
UNC45A,0.258980025498007,3.24534119751026,0.00306918226931977,0.00796465988458496,-2.70984773950189,ENSG00000140553
TUT1,0.259267306744352,3.2851968108513,0.00277401766247688,0.0073141899496217,-2.57385079128246,ENSG00000149016
PTCH1,0.259352695791176,3.62348032855665,0.00115940684717146,0.00350304377398815,-1.81759272541852,ENSG00000185920
STRIP1,0.259703674672992,3.45600519237659,0.00179101116371909,0.0050626383493501,-2.24009079487823,ENSG00000143093
NCAPG2,0.259811647898765,3.90130853177093,5.57610073712349e-4,0.00191317430946285,-1.20322685092938,ENSG00000146918
ARPC4,0.259813967371734,2.82995871671163,0.00857960432835737,0.0191752458245935,-3.52475228252111,ENSG00000241553
PHLPP1,0.259859845944831,2.58263954660743,0.0154102680026072,0.0314552092916635,-3.9602893665881,ENSG00000081913
ZFYVE21,0.260067187130876,2.41290320687763,0.0227245489803293,0.0435344281262529,-4.26600251684693,ENSG00000100711
BSPRY,0.260100224854816,2.45172429489729,0.0208145305207328,0.0404482936312939,-4.21576754172801,ENSG00000119411
CACTIN,0.260224303903605,2.46200110686265,0.0203342083843539,0.0396871658830527,-4.21780786043777,ENSG00000105298
SOS2,0.260257204389883,3.73984617943588,8.545066408733e-4,0.00271182100182304,-1.57501526112353,ENSG00000100485
BPTF,0.260338507007201,4.3655317420738,1.60712637766326e-4,6.94584612556661e-4,-0.0875891047819222,ENSG00000262858
RBL2,0.260364288249847,3.85298901277364,6.33837230022658e-4,0.00211913779870143,-1.29919454207816,ENSG00000103479
SEC24B,0.260402260245646,3.73053121192693,8.75707675678008e-4,0.00276760290976816,-1.58089967664145,ENSG00000138802
GMPR2,0.260607248405782,3.12427993083947,0.0041623357170623,0.0103168393689614,-2.90238446785077,ENSG00000100938
NCOA2,0.260717225015381,3.54306432843298,0.00142959636617608,0.00418244140600528,-2.01108615031016,ENSG00000140396
ATP1A1,0.260781189917862,3.0113757697515,0.00551031596054986,0.01312909379993,-3.14766407476326,ENSG00000163399
ELL3,0.260794111371867,4.22811683790945,2.32737431219984e-4,9.40438863843464e-4,-0.406995606665072,ENSG00000128886
EIF4EBP2,0.260978704485892,3.15882937449784,0.00381721091603871,0.00957473905002523,-2.83931429473002,ENSG00000148730
SMTN,0.261038639814239,2.60650254820027,0.0145779166245086,0.0299517473549605,-3.9670909111602,ENSG00000183963
NUP98,0.26104474207099,4.03510600510932,3.90458974226414e-4,0.00143120521241715,-0.872632913387269,ENSG00000110713
KIAA1191,0.261048210503082,3.11357020565148,0.00427524632041775,0.0105523807942935,-2.92055761165802,ENSG00000122203
SYNE1,0.261150892806527,4.1162869946287,3.14233060761384e-4,0.00119689182040544,-0.670356827764853,ENSG00000131018
ZSWIM6,0.261210314766318,2.5448107792766,0.0168205841982001,0.0338628693821106,-4.0205290098306,ENSG00000130449
VRK3,0.26138324838968,3.26303267790907,0.00293461257148687,0.00765676748706071,-2.61471163476525,ENSG00000105053
FAM117A,0.261394659883393,3.46959666128245,0.00172926053060146,0.00491212037707291,-2.1628628500984,ENSG00000121104
UTRN,0.261500574975685,4.4454300641143,1.29508135097889e-4,5.84019532763193e-4,0.132601625309776,ENSG00000152818
MFI2-AS1,0.261835640299043,2.56499808215012,0.0160537390872718,0.0325360122650718,-3.98916252622617,ENSG00000228109
PPME1,0.261951958756158,3.30611339955075,0.00263024596291217,0.0069819021338149,-2.52450461220743,ENSG00000214517
SNUPN,0.262019828495605,2.85337680084222,0.00810778437632036,0.0182748896801679,-3.44115796127429,ENSG00000169371
ILK,0.262205852540786,3.5246815547056,0.00149946524542197,0.0043580831164794,-2.0421735465323,ENSG00000166333
DTX3L,0.262314128851792,2.82478196444626,0.00868734101112189,0.0193660282189896,-3.5330489327306,ENSG00000163840
FAM76A,0.262401676713322,2.61910242022105,0.0141554749831331,0.0292325760036936,-3.88694202629934,ENSG00000009780
SRRD,0.262438645944388,2.79998066259189,0.00922141054901665,0.0203746720826895,-3.54202758514234,ENSG00000100104
LARP4B,0.262802984003707,3.76786867312539,7.93706921353648e-4,0.00255319548065768,-1.47804184224481,ENSG00000107929
PCED1A,0.262883511530333,3.38634593044428,0.00214254385812962,0.00587096811103774,-2.35296077192181,ENSG00000132635
ARNTL,0.263028306398116,2.43383171803413,0.0216757554412755,0.0418278872340298,-4.21434065283702,ENSG00000133794
ADCY7,0.263072595395614,3.83457622590698,6.65497331334359e-4,0.0022041203705903,-1.3575174318374,ENSG00000121281
E2F7,0.263200965292513,3.38198588415629,0.00216663665008468,0.00592697927266105,-2.35827495252673,ENSG00000165891
LRP8,0.263239918187289,3.93807801014875,5.05703439576139e-4,0.00176968942210701,-1.08366345158692,ENSG00000157193
PARP14,0.263319864287128,3.93036465041745,5.16183221460954e-4,0.00179571456704919,-1.13906953465586,ENSG00000173193
DDX39A,0.263888661609236,3.8241052761507,6.84187547221734e-4,0.00225166208506458,-1.37823272853528,ENSG00000123136
C3orf20,0.263908004760847,2.53885937029699,0.0170530480401063,0.0342570758702702,-4.01242265911233,ENSG00000131379
USF1,0.264210058551568,3.7606470729453,8.08958201146076e-4,0.00259275163586456,-1.50712511155246,ENSG00000158773
RINL,0.264212372864479,3.34774637389965,0.00236515188072539,0.00637731399116464,-2.41524210618002,ENSG00000187994
APEX1,0.264242930424406,3.35692139978337,0.00231029816986051,0.00625072574179995,-2.40356355716293,ENSG00000100823
PLEKHA2,0.264258736966679,3.90754877835991,5.48446429156058e-4,0.0018892226027416,-1.14518598577939,ENSG00000169499
ICOSLG,0.264453013635103,3.29969943804702,0.00267355182250151,0.00707836719941547,-2.5496692470976,ENSG00000160223
WNK1,0.264607825890436,4.38370147349086,1.5301851281618e-4,6.67553545662789e-4,-0.00463786393345789,ENSG00000060237
BLK,0.264688873869754,3.65335081047323,0.00107229256590345,0.00328106867384504,-1.76068786866418,ENSG00000136573
SP1,0.264898907004604,3.67842973737698,0.00100410864454464,0.00310833155272367,-1.67677549578657,ENSG00000185591
SETD4,0.264949295859738,2.9516602853856,0.00638211067650237,0.014870592769747,-3.27330850748912,ENSG00000185917
NAPA,0.264953863087993,2.85120985528478,0.00815039350676367,0.0183454505718295,-3.44927110975545,ENSG00000105402
RNF115,0.264981463063944,2.86395381806333,0.00790280690916796,0.0178808050486457,-3.42338861681306,ENSG00000121848
ACSL5,0.265113825317083,3.48308213504199,0.00167003329828801,0.00477788504003377,-2.13132734952191,ENSG00000197142
SNAPC3,0.265320515220615,4.04212660676932,3.83204100549312e-4,0.00140791989501643,-0.82239590301946,ENSG00000164975
BTBD6,0.265467882536688,2.49343792000074,0.0189275103951978,0.0373458765138074,-4.11537291419072,ENSG00000184887
UBXN8,0.265666933253017,2.47282211420067,0.0198394888949439,0.0388676753165922,-4.12423432639763,ENSG00000104691
LY9,0.265695809351227,3.36479121989217,0.00226422806993129,0.0061447477073407,-2.38600106323269,ENSG00000122224
RBM23,0.265772085016341,3.40153915656122,0.00206059575032539,0.00569449012909208,-2.31048585411668,ENSG00000100461
IRF9,0.265772089285758,3.33651395461647,0.00243401855177266,0.00653204028675048,-2.47040692282129,ENSG00000213928
CYFIP2,0.265937211251189,4.24420023722826,2.22882300471714e-4,9.08819380346818e-4,-0.368599724892094,ENSG00000055163
MYBL2,0.265966128095522,3.60369692921102,0.00122085835959976,0.00365722290786425,-1.89264443733002,ENSG00000101057
SLC2A11,0.265983144080705,3.18510642641427,0.00357325108078727,0.00905907416166005,-2.78114253826989,ENSG00000133460
CTDSP2,0.266259513606931,2.98377131144941,0.00589822776850931,0.0139129162642726,-3.18120247505173,ENSG00000175215
DUS1L,0.266288352722455,3.88032622907239,5.89537714287124e-4,0.00199842510302604,-1.22258067732055,ENSG00000169718
CERK,0.266345082325192,3.90392326289646,5.53752257939382e-4,0.00190144553420444,-1.17319159382894,ENSG00000100422
DDX46,0.266595875184541,4.20446358340514,2.48018560213995e-4,9.93528221924808e-4,-0.455867383904653,ENSG00000145833
AMPD2,0.266707385688288,4.02667006450121,3.99355460123577e-4,0.00145682268580624,-0.909621741730836,ENSG00000116337
TRIM8,0.26671966681348,2.79808252833046,0.00926353303065647,0.0204503399654843,-3.52771844212762,ENSG00000171206
KIF3A,0.266938635261019,3.06906342833023,0.00477661011838941,0.0116241291784536,-3.01540049251288,ENSG00000131437
CRHBP,0.267043517468292,2.94068541535908,0.00655596020051494,0.0152074381424487,-3.31010903074675,ENSG00000145708
MTA2,0.267052147899338,3.83056965786119,6.72589053020229e-4,0.00221968064955812,-1.34025623710161,ENSG00000149480
ZFYVE19,0.267307075606044,3.3026321296884,0.00265366627595281,0.00703256772008477,-2.51986540431194,ENSG00000166140
PRKCSH,0.267423137364662,3.80571585467307,7.18263954946488e-4,0.00234951396499629,-1.41619577029938,ENSG00000130175
ZNF623,0.267732223404721,3.02089293787025,0.00538229510642029,0.012887926478542,-3.085451878413,ENSG00000183309
LAMTOR4,0.267789750599189,2.81792732107484,0.00883195979286999,0.0196243939741282,-3.56439264401119,ENSG00000188186
WIPF1,0.267900786097644,4.02746239845628,3.98511449189539e-4,0.00145415237347605,-0.852342021143605,ENSG00000115935
ZNF274,0.26806180561872,3.32992900734865,0.00247528651458599,0.00662747882426685,-2.44155999612436,ENSG00000171606
ZSWIM8,0.268221201428757,3.79554938000756,7.37810467592073e-4,0.00240255663424828,-1.44769427818499,ENSG00000214655
FAM160A2,0.268890883803985,3.62486621414757,0.00115521674951547,0.00349444992054039,-1.78163546735725,ENSG00000051009
CPNE1,0.268964602708441,4.10576121036081,3.23219991490783e-4,0.00122378686192034,-0.674391262617147,ENSG00000214078
WNT3,0.268966216263518,2.65259552287723,0.0130872879614065,0.0273522632973182,-3.80037170189698,ENSG00000108379
PLEKHM1,0.268973379361466,2.81124685998563,0.00897508330998294,0.0199049379250954,-3.50117398752518,ENSG00000225190
COL5A1,0.269252335036949,3.79101055644348,7.46704231888175e-4,0.00242634093383762,-1.41903278570949,ENSG00000130635
CCDC97,0.269269674130251,3.38652478832551,0.00214156107205062,0.00586951391142775,-2.30941478637978,ENSG00000142039
ORC6,0.269340090510808,3.50843567588221,0.00156396356483078,0.00451020412310041,-2.0435625906579,ENSG00000091651
SNF8,0.269388030118663,2.56773533263981,0.0159522916195994,0.0323799353966878,-3.94456917390687,ENSG00000159210
MTMR1,0.269397680097939,3.26496727658626,0.00292024612335475,0.00763001719048394,-2.57266447621168,ENSG00000063601
CDCA3,0.269570179588123,2.72012815911818,0.0111582541038317,0.0238622324213551,-3.67204165282631,ENSG00000111665
PLK1,0.26970835678928,3.34412506003928,0.00238714639460263,0.00642461062212396,-2.42234380585411,ENSG00000166851
GANAB,0.26973668156292,4.18880888615294,2.58673268770098e-4,0.00102576513391637,-0.476373025080647,ENSG00000089597
YTHDF1,0.269879376706392,2.82835963366468,0.00861274870882274,0.019236077152356,-3.4616985483578,ENSG00000149658
MXD1,0.269886947645332,3.27940409469143,0.00281515388903209,0.00740911067125555,-2.54355225943126,ENSG00000059728
PLEKHM2,0.269983772079317,3.54126894329623,0.00143627839431475,0.00419990187785385,-2.0347130016464,ENSG00000116786
ZNF740,0.27010735680252,3.57980864521415,0.00129929448044979,0.00386100715030435,-1.88007873299439,ENSG00000139651
UBE2Z,0.270111834167301,3.20176164445635,0.00342643973841575,0.00875009188116674,-2.71333395206916,ENSG00000159202
TUBGCP4,0.27015530013932,3.74153415795969,8.50718826628629e-4,0.00270112069604292,-1.52045546987214,ENSG00000137822
MCUR1,0.270188390753225,2.37540166057381,0.0247208813156055,0.0467109885199398,-4.26890107685541,ENSG00000050393
PDHB,0.270234558394314,3.07643851624988,0.00468982053622814,0.0114472532471987,-2.98678508768048,ENSG00000168291
DENND4B,0.270297636237276,4.04689646540937,3.78350973420595e-4,0.00139362497535672,-0.842566718924972,ENSG00000198837
FAIM3,0.270323627121722,2.62148747997621,0.0140768031907552,0.0290925080906678,-3.85182900365855,ENSG00000162894
SBDS,0.270327968931856,2.66583207476005,0.0126862427948275,0.0266427515699201,-3.79063464064117,ENSG00000126524
SLC39A13,0.270412038130337,2.74766208530013,0.0104509512622259,0.0225952873001631,-3.63990764417579,ENSG00000165915
TRMT1,0.270447819666193,3.90705870973905,5.49160701734939e-4,0.00189067976415399,-1.12655892601683,ENSG00000104907
PTPN7,0.270580539051074,3.5679604603712,0.00133999498013365,0.00395839700274749,-1.95087963510435,ENSG00000143851
MGAT4B,0.27060433704326,3.2232790317908,0.00324532214117666,0.00835992407914614,-2.6930066456425,ENSG00000161013
PHF21A,0.270614480615202,3.87868643903548,5.92107132692568e-4,0.00200399554320845,-1.19146502369554,ENSG00000135365
DEDD,0.270761957070147,2.45310003784855,0.0207496312600123,0.0403402909027762,-4.14479469655334,ENSG00000158796
