"Row","GeneID","geneSymbol"
"BCK_eIF4E_RIP_2016.csv~1.913","ENSG00000128408","RIBC2"
"BCK_eIF4E_RIP_2016.csv~1.914","ENSG00000197943","PLCG2"
"BCK_eIF4E_RIP_2016.csv~1.915","ENSG00000109814","UGDH"
"BCK_eIF4E_RIP_2016.csv~1.916","ENSG00000102226","USP11"
"BCK_eIF4E_RIP_2016.csv~1.917","ENSG00000198373","WWP2"
"BCK_eIF4E_RIP_2016.csv~1.918","ENSG00000138443","ABI2"
"BCK_eIF4E_RIP_2016.csv~1.919","ENSG00000160877","NACC1"
"BCK_eIF4E_RIP_2016.csv~1.920","ENSG00000094804","CDC6"
"BCK_eIF4E_RIP_2016.csv~1.921","ENSG00000198026","ZNF335"
"BCK_eIF4E_RIP_2016.csv~1.922","ENSG00000144554","FANCD2"
"BCK_eIF4E_RIP_2016.csv~1.923","ENSG00000103067","ESRP2"
"BCK_eIF4E_RIP_2016.csv~1.924","ENSG00000166783","KIAA0430"
"BCK_eIF4E_RIP_2016.csv~1.925","ENSG00000159086","PAXBP1"
"BCK_eIF4E_RIP_2016.csv~1.926","ENSG00000008710","PKD1"
"BCK_eIF4E_RIP_2016.csv~1.927","ENSG00000103544","C16orf62"
"BCK_eIF4E_RIP_2016.csv~1.928","ENSG00000236227","BRD2"
"BCK_eIF4E_RIP_2016.csv~1.929","ENSG00000169131","ZNF354A"
"BCK_eIF4E_RIP_2016.csv~1.930","ENSG00000251369","ZNF550"
"BCK_eIF4E_RIP_2016.csv~1.931","ENSG00000263077","DDX5"
"BCK_eIF4E_RIP_2016.csv~1.932","ENSG00000147548","WHSC1L1"
"BCK_eIF4E_RIP_2016.csv~1.933","ENSG00000177084","POLE"
"BCK_eIF4E_RIP_2016.csv~1.934","ENSG00000154222","CC2D1B"
"BCK_eIF4E_RIP_2016.csv~1.935","ENSG00000105186","ANKRD27"
"BCK_eIF4E_RIP_2016.csv~1.936","ENSG00000122299","ZC3H7A"
"BCK_eIF4E_RIP_2016.csv~1.937","ENSG00000106733","NMRK1"
"BCK_eIF4E_RIP_2016.csv~1.938","ENSG00000167106","FAM102A"
"BCK_eIF4E_RIP_2016.csv~1.939","ENSG00000182446","NPLOC4"
"BCK_eIF4E_RIP_2016.csv~1.940","ENSG00000112079","STK38"
"BCK_eIF4E_RIP_2016.csv~1.941","ENSG00000169031","COL4A3"
"BCK_eIF4E_RIP_2016.csv~1.942","ENSG00000071127","WDR1"
"BCK_eIF4E_RIP_2016.csv~1.943","ENSG00000172660","TAF15"
"BCK_eIF4E_RIP_2016.csv~1.944","ENSG00000100201","DDX17"
"BCK_eIF4E_RIP_2016.csv~1.945","ENSG00000114554","PLXNA1"
"BCK_eIF4E_RIP_2016.csv~1.946","ENSG00000165487","MICU2"
"BCK_eIF4E_RIP_2016.csv~1.947","ENSG00000100038","TOP3B"
"BCK_eIF4E_RIP_2016.csv~1.948","ENSG00000089234","BRAP"
"BCK_eIF4E_RIP_2016.csv~1.949","ENSG00000103168","TAF1C"
"BCK_eIF4E_RIP_2016.csv~1.950","ENSG00000196535","MYO18A"
"BCK_eIF4E_RIP_2016.csv~1.951","ENSG00000100353","EIF3D"
"BCK_eIF4E_RIP_2016.csv~1.952","ENSG00000126602","TRAP1"
"BCK_eIF4E_RIP_2016.csv~1.953","ENSG00000185024","BRF1"
"BCK_eIF4E_RIP_2016.csv~1.954","ENSG00000160117","ANKLE1"
"BCK_eIF4E_RIP_2016.csv~1.955","ENSG00000167895","TMC8"
"BCK_eIF4E_RIP_2016.csv~1.956","ENSG00000136877","FPGS"
"BCK_eIF4E_RIP_2016.csv~1.957","ENSG00000108591","DRG2"
"BCK_eIF4E_RIP_2016.csv~1.958","ENSG00000137161","CNPY3"
"BCK_eIF4E_RIP_2016.csv~1.959","ENSG00000160007","ARHGAP35"
"BCK_eIF4E_RIP_2016.csv~1.960","ENSG00000133805","AMPD3"
"BCK_eIF4E_RIP_2016.csv~1.961","ENSG00000108219","TSPAN14"
"BCK_eIF4E_RIP_2016.csv~1.962","ENSG00000044090","CUL7"
"BCK_eIF4E_RIP_2016.csv~1.963","ENSG00000134516","DOCK2"
"BCK_eIF4E_RIP_2016.csv~1.964","ENSG00000181789","COPG1"
"BCK_eIF4E_RIP_2016.csv~1.965","ENSG00000260692","SURF1"
"BCK_eIF4E_RIP_2016.csv~1.966","ENSG00000162065","TBC1D24"
"BCK_eIF4E_RIP_2016.csv~1.967","ENSG00000196236","XPNPEP3"
"BCK_eIF4E_RIP_2016.csv~1.968","ENSG00000067596","DHX8"
"BCK_eIF4E_RIP_2016.csv~1.969","ENSG00000173230","GOLGB1"
"BCK_eIF4E_RIP_2016.csv~1.970","ENSG00000164631","ZNF12"
"BCK_eIF4E_RIP_2016.csv~1.971","ENSG00000122218","COPA"
"BCK_eIF4E_RIP_2016.csv~1.972","ENSG00000107099","DOCK8"
"BCK_eIF4E_RIP_2016.csv~1.973","ENSG00000105221","AKT2"
"BCK_eIF4E_RIP_2016.csv~1.974","ENSG00000150995","ITPR1"
"BCK_eIF4E_RIP_2016.csv~1.975","ENSG00000178764","ZHX2"
"BCK_eIF4E_RIP_2016.csv~1.976","ENSG00000114767","RRP9"
"BCK_eIF4E_RIP_2016.csv~1.977","ENSG00000206299","TAP2"
"BCK_eIF4E_RIP_2016.csv~1.978","ENSG00000178104","PDE4DIP"
"BCK_eIF4E_RIP_2016.csv~1.979","ENSG00000010292","NCAPD2"
"BCK_eIF4E_RIP_2016.csv~1.980","ENSG00000143258","USP21"
"BCK_eIF4E_RIP_2016.csv~1.981","ENSG00000187801","ZFP69B"
"BCK_eIF4E_RIP_2016.csv~1.982","ENSG00000153107","ANAPC1"
"BCK_eIF4E_RIP_2016.csv~1.983","ENSG00000168710","AHCYL1"
"BCK_eIF4E_RIP_2016.csv~1.984","ENSG00000100084","HIRA"
"BCK_eIF4E_RIP_2016.csv~1.985","ENSG00000134910","STT3A"
"BCK_eIF4E_RIP_2016.csv~1.986","ENSG00000149476","DAK"
"BCK_eIF4E_RIP_2016.csv~1.987","ENSG00000128284","APOL3"
"BCK_eIF4E_RIP_2016.csv~1.988","ENSG00000167702","KIFC2"
"BCK_eIF4E_RIP_2016.csv~1.989","ENSG00000148308","GTF3C5"
"BCK_eIF4E_RIP_2016.csv~1.990","ENSG00000148341","SH3GLB2"
"BCK_eIF4E_RIP_2016.csv~1.991","ENSG00000120314","WDR55"
"BCK_eIF4E_RIP_2016.csv~1.992","ENSG00000150990","DHX37"
"BCK_eIF4E_RIP_2016.csv~1.993","ENSG00000100897","DCAF11"
"BCK_eIF4E_RIP_2016.csv~1.994","ENSG00000117360","PRPF3"
"BCK_eIF4E_RIP_2016.csv~1.995","ENSG00000182923","CEP63"
"BCK_eIF4E_RIP_2016.csv~1.996","ENSG00000130311","DDA1"
"BCK_eIF4E_RIP_2016.csv~1.997","ENSG00000154889","MPPE1"
"BCK_eIF4E_RIP_2016.csv~1.998","ENSG00000110583","NAA40"
"BCK_eIF4E_RIP_2016.csv~1.999","ENSG00000101442","ACTR5"
"BCK_eIF4E_RIP_2016.csv~1.1000","ENSG00000123200","ZC3H13"
"BCK_eIF4E_RIP_2016.csv~1.1001","ENSG00000100280","AP1B1"
"BCK_eIF4E_RIP_2016.csv~1.1002","ENSG00000089053","ANAPC5"
"BCK_eIF4E_RIP_2016.csv~1.1003","ENSG00000168014","C2CD3"
"BCK_eIF4E_RIP_2016.csv~1.1004","ENSG00000096093","EFHC1"
"BCK_eIF4E_RIP_2016.csv~1.1005","ENSG00000141027","NCOR1"
"BCK_eIF4E_RIP_2016.csv~1.1006","ENSG00000089693","MLF2"
"BCK_eIF4E_RIP_2016.csv~1.1007","ENSG00000163956","LRPAP1"
"BCK_eIF4E_RIP_2016.csv~1.1008","ENSG00000172992","DCAKD"
"BCK_eIF4E_RIP_2016.csv~1.1009","ENSG00000159023","EPB41"
"BCK_eIF4E_RIP_2016.csv~1.1010","ENSG00000148019","CEP78"
"BCK_eIF4E_RIP_2016.csv~1.1011","ENSG00000115307","AUP1"
"BCK_eIF4E_RIP_2016.csv~1.1012","ENSG00000173715","C11orf80"
"BCK_eIF4E_RIP_2016.csv~1.1013","ENSG00000178188","SH2B1"
"BCK_eIF4E_RIP_2016.csv~1.1014","ENSG00000112584","FAM120B"
"BCK_eIF4E_RIP_2016.csv~1.1015","ENSG00000124608","AARS2"
"BCK_eIF4E_RIP_2016.csv~1.1016","ENSG00000127054","CPSF3L"
"BCK_eIF4E_RIP_2016.csv~1.1017","ENSG00000075702","WDR62"
"BCK_eIF4E_RIP_2016.csv~1.1018","ENSG00000157020","SEC13"
"BCK_eIF4E_RIP_2016.csv~1.1019","ENSG00000139197","PEX5"
"BCK_eIF4E_RIP_2016.csv~1.1020","ENSG00000110880","CORO1C"
"BCK_eIF4E_RIP_2016.csv~1.1021","ENSG00000065491","TBC1D22B"
"BCK_eIF4E_RIP_2016.csv~1.1022","ENSG00000087995","METTL2A"
"BCK_eIF4E_RIP_2016.csv~1.1023","ENSG00000104897","SF3A2"
"BCK_eIF4E_RIP_2016.csv~1.1024","ENSG00000114988","LMAN2L"
"BCK_eIF4E_RIP_2016.csv~1.1025","ENSG00000188976","NOC2L"
"BCK_eIF4E_RIP_2016.csv~1.1026","ENSG00000075240","GRAMD4"
"BCK_eIF4E_RIP_2016.csv~1.1027","ENSG00000224455","VPS52"
"BCK_eIF4E_RIP_2016.csv~1.1028","ENSG00000163125","RPRD2"
"BCK_eIF4E_RIP_2016.csv~1.1029","ENSG00000103037","SETD6"
"BCK_eIF4E_RIP_2016.csv~1.1030","ENSG00000079263","SP140"
"BCK_eIF4E_RIP_2016.csv~1.1031","ENSG00000174231","PRPF8"
"BCK_eIF4E_RIP_2016.csv~1.1032","ENSG00000198700","IPO9"
"BCK_eIF4E_RIP_2016.csv~1.1033","ENSG00000130119","GNL3L"
"BCK_eIF4E_RIP_2016.csv~1.1034","ENSG00000140521","POLG"
"BCK_eIF4E_RIP_2016.csv~1.1035","ENSG00000239756","PHF1"
"BCK_eIF4E_RIP_2016.csv~1.1036","ENSG00000105552","BCAT2"
"BCK_eIF4E_RIP_2016.csv~1.1037","ENSG00000148824","MTG1"
"BCK_eIF4E_RIP_2016.csv~1.1038","ENSG00000155229","MMS19"
"BCK_eIF4E_RIP_2016.csv~1.1039","ENSG00000229470","GNL1"
"BCK_eIF4E_RIP_2016.csv~1.1040","ENSG00000162714","ZNF496"
"BCK_eIF4E_RIP_2016.csv~1.1041","ENSG00000143970","ASXL2"
"BCK_eIF4E_RIP_2016.csv~1.1042","ENSG00000155393","HEATR3"
"BCK_eIF4E_RIP_2016.csv~1.1043","ENSG00000197694","SPTAN1"
"BCK_eIF4E_RIP_2016.csv~1.1044","ENSG00000157693","C9orf91"
"BCK_eIF4E_RIP_2016.csv~1.1045","ENSG00000163975","MFI2"
"BCK_eIF4E_RIP_2016.csv~1.1046","ENSG00000196267","ZNF836"
"BCK_eIF4E_RIP_2016.csv~1.1047","ENSG00000111737","RAB35"
"BCK_eIF4E_RIP_2016.csv~1.1048","ENSG00000159921","GNE"
"BCK_eIF4E_RIP_2016.csv~1.1049","ENSG00000102030","NAA10"
"BCK_eIF4E_RIP_2016.csv~1.1050","ENSG00000127603","MACF1"
"BCK_eIF4E_RIP_2016.csv~1.1051","ENSG00000158062","UBXN11"
"BCK_eIF4E_RIP_2016.csv~1.1052","ENSG00000049618","ARID1B"
"BCK_eIF4E_RIP_2016.csv~1.1053","ENSG00000089060","SLC8B1"
"BCK_eIF4E_RIP_2016.csv~1.1054","ENSG00000082516","GEMIN5"
"BCK_eIF4E_RIP_2016.csv~1.1055","ENSG00000115053","NCL"
"BCK_eIF4E_RIP_2016.csv~1.1056","ENSG00000075420","FNDC3B"
"BCK_eIF4E_RIP_2016.csv~1.1057","ENSG00000168096","ANKS3"
"BCK_eIF4E_RIP_2016.csv~1.1058","ENSG00000124356","STAMBP"
"BCK_eIF4E_RIP_2016.csv~1.1059","ENSG00000147044","CASK"
"BCK_eIF4E_RIP_2016.csv~1.1060","ENSG00000178971","CTC1"
"BCK_eIF4E_RIP_2016.csv~1.1061","ENSG00000161847","RAVER1"
"BCK_eIF4E_RIP_2016.csv~1.1062","ENSG00000148356","LRSAM1"
"BCK_eIF4E_RIP_2016.csv~1.1063","ENSG00000099875","MKNK2"
"BCK_eIF4E_RIP_2016.csv~1.1064","ENSG00000070423","RNF126"
"BCK_eIF4E_RIP_2016.csv~1.1065","ENSG00000131389","SLC6A6"
"BCK_eIF4E_RIP_2016.csv~1.1066","ENSG00000105438","KDELR1"
"BCK_eIF4E_RIP_2016.csv~1.1067","ENSG00000133789","SWAP70"
"BCK_eIF4E_RIP_2016.csv~1.1068","ENSG00000158941","CCAR2"
"BCK_eIF4E_RIP_2016.csv~1.1069","ENSG00000116560","SFPQ"
"BCK_eIF4E_RIP_2016.csv~1.1070","ENSG00000104812","GYS1"
"BCK_eIF4E_RIP_2016.csv~1.1071","ENSG00000012963","UBR7"
"BCK_eIF4E_RIP_2016.csv~1.1072","ENSG00000162736","NCSTN"
"BCK_eIF4E_RIP_2016.csv~1.1073","ENSG00000167113","COQ4"
"BCK_eIF4E_RIP_2016.csv~1.1074","ENSG00000140650","PMM2"
"BCK_eIF4E_RIP_2016.csv~1.1075","ENSG00000196584","XRCC2"
"BCK_eIF4E_RIP_2016.csv~1.1076","ENSG00000141456","PELP1"
"BCK_eIF4E_RIP_2016.csv~1.1077","ENSG00000026297","RNASET2"
"BCK_eIF4E_RIP_2016.csv~1.1078","ENSG00000030582","GRN"
"BCK_eIF4E_RIP_2016.csv~1.1079","ENSG00000129484","PARP2"
"BCK_eIF4E_RIP_2016.csv~1.1080","ENSG00000134575","ACP2"
"BCK_eIF4E_RIP_2016.csv~1.1081","ENSG00000173209","AHSA2"
"BCK_eIF4E_RIP_2016.csv~1.1082","ENSG00000100401","RANGAP1"
"BCK_eIF4E_RIP_2016.csv~1.1083","ENSG00000225648","SBDSP1"
"BCK_eIF4E_RIP_2016.csv~1.1084","ENSG00000116353","MECR"
"BCK_eIF4E_RIP_2016.csv~1.1085","ENSG00000186918","ZNF395"
"BCK_eIF4E_RIP_2016.csv~1.1086","ENSG00000198089","SFI1"
"BCK_eIF4E_RIP_2016.csv~1.1087","ENSG00000160298","C21orf58"
"BCK_eIF4E_RIP_2016.csv~1.1088","ENSG00000108883","EFTUD2"
"BCK_eIF4E_RIP_2016.csv~1.1089","ENSG00000257093","KIAA1147"
"BCK_eIF4E_RIP_2016.csv~1.1090","ENSG00000184164","CRELD2"
"BCK_eIF4E_RIP_2016.csv~1.1091","ENSG00000006744","ELAC2"
"BCK_eIF4E_RIP_2016.csv~1.1092","ENSG00000205758","CRYZL1"
"BCK_eIF4E_RIP_2016.csv~1.1093","ENSG00000101294","HM13"
"BCK_eIF4E_RIP_2016.csv~1.1094","ENSG00000101997","CCDC22"
"BCK_eIF4E_RIP_2016.csv~1.1095","ENSG00000161618","ALDH16A1"
"BCK_eIF4E_RIP_2016.csv~1.1096","ENSG00000179094","PER1"
"BCK_eIF4E_RIP_2016.csv~1.1097","ENSG00000160285","LSS"
"BCK_eIF4E_RIP_2016.csv~1.1098","ENSG00000156858","PRR14"
"BCK_eIF4E_RIP_2016.csv~1.1099","ENSG00000148158","SNX30"
"BCK_eIF4E_RIP_2016.csv~1.1100","ENSG00000187742","SECISBP2"
"BCK_eIF4E_RIP_2016.csv~1.1101","ENSG00000104960","PTOV1"
"BCK_eIF4E_RIP_2016.csv~1.1102","ENSG00000101290","CDS2"
"BCK_eIF4E_RIP_2016.csv~1.1103","ENSG00000157637","SLC38A10"
"BCK_eIF4E_RIP_2016.csv~1.1104","ENSG00000103356","EARS2"
"BCK_eIF4E_RIP_2016.csv~1.1105","ENSG00000157483","MYO1E"
"BCK_eIF4E_RIP_2016.csv~1.1106","ENSG00000175970","UNC119B"
"BCK_eIF4E_RIP_2016.csv~1.1107","ENSG00000241839","PLEKHO2"
"BCK_eIF4E_RIP_2016.csv~1.1108","ENSG00000039523","FAM65A"
"BCK_eIF4E_RIP_2016.csv~1.1109","ENSG00000054267","ARID4B"
"BCK_eIF4E_RIP_2016.csv~1.1110","ENSG00000182379","NXPH4"
"BCK_eIF4E_RIP_2016.csv~1.1111","ENSG00000111602","TIMELESS"
"BCK_eIF4E_RIP_2016.csv~1.1112","ENSG00000141956","PRDM15"
"BCK_eIF4E_RIP_2016.csv~1.1113","ENSG00000075413","MARK3"
"BCK_eIF4E_RIP_2016.csv~1.1114","ENSG00000177885","GRB2"
"BCK_eIF4E_RIP_2016.csv~1.1115","ENSG00000123352","SPATS2"
"BCK_eIF4E_RIP_2016.csv~1.1116","ENSG00000099797","TECR"
"BCK_eIF4E_RIP_2016.csv~1.1117","ENSG00000134070","IRAK2"
"BCK_eIF4E_RIP_2016.csv~1.1118","ENSG00000255103","KIAA0754"
"BCK_eIF4E_RIP_2016.csv~1.1119","ENSG00000132155","RAF1"
"BCK_eIF4E_RIP_2016.csv~1.1120","ENSG00000107959","PITRM1"
"BCK_eIF4E_RIP_2016.csv~1.1121","ENSG00000180448","HMHA1"
"BCK_eIF4E_RIP_2016.csv~1.1122","ENSG00000214765","SEPT7P2"
"BCK_eIF4E_RIP_2016.csv~1.1123","ENSG00000185043","CIB1"
"BCK_eIF4E_RIP_2016.csv~1.1124","ENSG00000178999","AURKB"
"BCK_eIF4E_RIP_2016.csv~1.1125","ENSG00000153575","TUBGCP5"
"BCK_eIF4E_RIP_2016.csv~1.1126","ENSG00000108439","PNPO"
"BCK_eIF4E_RIP_2016.csv~1.1127","ENSG00000115687","PASK"
"BCK_eIF4E_RIP_2016.csv~1.1128","ENSG00000130702","LAMA5"
"BCK_eIF4E_RIP_2016.csv~1.1129","ENSG00000107581","EIF3A"
"BCK_eIF4E_RIP_2016.csv~1.1130","ENSG00000132793","LPIN3"
"BCK_eIF4E_RIP_2016.csv~1.1131","ENSG00000112146","FBXO9"
"BCK_eIF4E_RIP_2016.csv~1.1132","ENSG00000125124","BBS2"
"BCK_eIF4E_RIP_2016.csv~1.1133","ENSG00000102910","LONP2"
"BCK_eIF4E_RIP_2016.csv~1.1134","ENSG00000254635","WAC-AS1"
"BCK_eIF4E_RIP_2016.csv~1.1135","ENSG00000175309","PHYKPL"
"BCK_eIF4E_RIP_2016.csv~1.1136","ENSG00000124177","CHD6"
"BCK_eIF4E_RIP_2016.csv~1.1137","ENSG00000129173","E2F8"
"BCK_eIF4E_RIP_2016.csv~1.1138","ENSG00000179262","RAD23A"
"BCK_eIF4E_RIP_2016.csv~1.1139","ENSG00000236901","MIR600HG"
"BCK_eIF4E_RIP_2016.csv~1.1140","ENSG00000136444","RSAD1"
"BCK_eIF4E_RIP_2016.csv~1.1141","ENSG00000103549","RNF40"
"BCK_eIF4E_RIP_2016.csv~1.1142","ENSG00000108469","RECQL5"
"BCK_eIF4E_RIP_2016.csv~1.1143","ENSG00000113108","APBB3"
"BCK_eIF4E_RIP_2016.csv~1.1144","ENSG00000131697","NPHP4"
"BCK_eIF4E_RIP_2016.csv~1.1145","ENSG00000122359","ANXA11"
"BCK_eIF4E_RIP_2016.csv~1.1146","ENSG00000197226","TBC1D9B"
"BCK_eIF4E_RIP_2016.csv~1.1147","ENSG00000100101","NOL12"
"BCK_eIF4E_RIP_2016.csv~1.1148","ENSG00000171316","CHD7"
"BCK_eIF4E_RIP_2016.csv~1.1149","ENSG00000155640","C10orf12"
"BCK_eIF4E_RIP_2016.csv~1.1150","ENSG00000104957","CCDC130"
"BCK_eIF4E_RIP_2016.csv~1.1151","ENSG00000186532","SMYD4"
"BCK_eIF4E_RIP_2016.csv~1.1152","ENSG00000134440","NARS"
"BCK_eIF4E_RIP_2016.csv~1.1153","ENSG00000086589","RBM22"
"BCK_eIF4E_RIP_2016.csv~1.1154","ENSG00000105443","CYTH2"
"BCK_eIF4E_RIP_2016.csv~1.1155","ENSG00000105576","TNPO2"
"BCK_eIF4E_RIP_2016.csv~1.1156","ENSG00000168397","ATG4B"
"BCK_eIF4E_RIP_2016.csv~1.1157","ENSG00000082805","ERC1"
"BCK_eIF4E_RIP_2016.csv~1.1158","ENSG00000204120","GIGYF2"
"BCK_eIF4E_RIP_2016.csv~1.1159","ENSG00000103222","ABCC1"
"BCK_eIF4E_RIP_2016.csv~1.1160","ENSG00000154781","CCDC174"
"BCK_eIF4E_RIP_2016.csv~1.1161","ENSG00000140332","TLE3"
"BCK_eIF4E_RIP_2016.csv~1.1162","ENSG00000184916","JAG2"
"BCK_eIF4E_RIP_2016.csv~1.1163","ENSG00000104969","SGTA"
"BCK_eIF4E_RIP_2016.csv~1.1164","ENSG00000106635","BCL7B"
"BCK_eIF4E_RIP_2016.csv~1.1165","ENSG00000010803","SCMH1"
"BCK_eIF4E_RIP_2016.csv~1.1166","ENSG00000065154","OAT"
"BCK_eIF4E_RIP_2016.csv~1.1167","ENSG00000069424","KCNAB2"
"BCK_eIF4E_RIP_2016.csv~1.1168","ENSG00000186260","MKL2"
"BCK_eIF4E_RIP_2016.csv~1.1169","ENSG00000134698","AGO4"
"BCK_eIF4E_RIP_2016.csv~1.1170","ENSG00000107438","PDLIM1"
"BCK_eIF4E_RIP_2016.csv~1.1171","ENSG00000115073","ACTR1B"
"BCK_eIF4E_RIP_2016.csv~1.1172","ENSG00000138074","SLC5A6"
"BCK_eIF4E_RIP_2016.csv~1.1173","ENSG00000012779","ALOX5"
"BCK_eIF4E_RIP_2016.csv~1.1174","ENSG00000167377","ZNF23"
"BCK_eIF4E_RIP_2016.csv~1.1175","ENSG00000169895","SYAP1"
"BCK_eIF4E_RIP_2016.csv~1.1176","ENSG00000068745","IP6K2"
"BCK_eIF4E_RIP_2016.csv~1.1177","ENSG00000110917","MLEC"
"BCK_eIF4E_RIP_2016.csv~1.1178","ENSG00000143436","MRPL9"
"BCK_eIF4E_RIP_2016.csv~1.1179","ENSG00000163534","FCRL1"
"BCK_eIF4E_RIP_2016.csv~1.1180","ENSG00000180304","OAZ2"
"BCK_eIF4E_RIP_2016.csv~1.1181","ENSG00000229396","DAXX"
"BCK_eIF4E_RIP_2016.csv~1.1182","ENSG00000160447","PKN3"
"BCK_eIF4E_RIP_2016.csv~1.1183","ENSG00000058056","USP13"
"BCK_eIF4E_RIP_2016.csv~1.1184","ENSG00000148187","MRRF"
"BCK_eIF4E_RIP_2016.csv~1.1185","ENSG00000168906","MAT2A"
"BCK_eIF4E_RIP_2016.csv~1.1186","ENSG00000162298","SYVN1"
"BCK_eIF4E_RIP_2016.csv~1.1187","ENSG00000107554","DNMBP"
"BCK_eIF4E_RIP_2016.csv~1.1188","ENSG00000116698","SMG7"
"BCK_eIF4E_RIP_2016.csv~1.1189","ENSG00000197217","ENTPD4"
"BCK_eIF4E_RIP_2016.csv~1.1190","ENSG00000121691","CAT"
"BCK_eIF4E_RIP_2016.csv~1.1191","ENSG00000147010","SH3KBP1"
"BCK_eIF4E_RIP_2016.csv~1.1192","ENSG00000100139","MICALL1"
"BCK_eIF4E_RIP_2016.csv~1.1193","ENSG00000112592","TBP"
"BCK_eIF4E_RIP_2016.csv~1.1194","ENSG00000135108","FBXO21"
"BCK_eIF4E_RIP_2016.csv~1.1195","ENSG00000090686","USP48"
"BCK_eIF4E_RIP_2016.csv~1.1196","ENSG00000139626","ITGB7"
"BCK_eIF4E_RIP_2016.csv~1.1197","ENSG00000154832","CXXC1"
"BCK_eIF4E_RIP_2016.csv~1.1198","ENSG00000187555","USP7"
"BCK_eIF4E_RIP_2016.csv~1.1199","ENSG00000111361","EIF2B1"
"BCK_eIF4E_RIP_2016.csv~1.1200","ENSG00000143811","PYCR2"
"BCK_eIF4E_RIP_2016.csv~1.1201","ENSG00000175711","B3GNTL1"
"BCK_eIF4E_RIP_2016.csv~1.1202","ENSG00000246334","PRR7-AS1"
"BCK_eIF4E_RIP_2016.csv~1.1203","ENSG00000167508","MVD"
"BCK_eIF4E_RIP_2016.csv~1.1204","ENSG00000139083","ETV6"
"BCK_eIF4E_RIP_2016.csv~1.1205","ENSG00000089639","GMIP"
"BCK_eIF4E_RIP_2016.csv~1.1206","ENSG00000167721","TSR1"
"BCK_eIF4E_RIP_2016.csv~1.1207","ENSG00000111271","ACAD10"
"BCK_eIF4E_RIP_2016.csv~1.1208","ENSG00000160691","SHC1"
"BCK_eIF4E_RIP_2016.csv~1.1209","ENSG00000149177","PTPRJ"
"BCK_eIF4E_RIP_2016.csv~1.1210","ENSG00000013275","PSMC4"
"BCK_eIF4E_RIP_2016.csv~1.1211","ENSG00000100982","PCIF1"
"BCK_eIF4E_RIP_2016.csv~1.1212","ENSG00000160058","BSDC1"
"BCK_eIF4E_RIP_2016.csv~1.1213","ENSG00000197586","ENTPD6"
"BCK_eIF4E_RIP_2016.csv~1.1214","ENSG00000077549","CAPZB"
"BCK_eIF4E_RIP_2016.csv~1.1215","ENSG00000163219","ARHGAP25"
"BCK_eIF4E_RIP_2016.csv~1.1216","ENSG00000179532","DNHD1"
"BCK_eIF4E_RIP_2016.csv~1.1217","ENSG00000100239","PPP6R2"
"BCK_eIF4E_RIP_2016.csv~1.1218","ENSG00000183765","CHEK2"
"BCK_eIF4E_RIP_2016.csv~1.1219","ENSG00000066926","FECH"
"BCK_eIF4E_RIP_2016.csv~1.1220","ENSG00000110888","CAPRIN2"
"BCK_eIF4E_RIP_2016.csv~1.1221","ENSG00000179051","RCC2"
"BCK_eIF4E_RIP_2016.csv~1.1222","ENSG00000230701","FBXW4P1"
"BCK_eIF4E_RIP_2016.csv~1.1223","ENSG00000103064","SLC7A6"
"BCK_eIF4E_RIP_2016.csv~1.1224","ENSG00000160310","PRMT2"
"BCK_eIF4E_RIP_2016.csv~1.1225","ENSG00000177731","FLII"
"BCK_eIF4E_RIP_2016.csv~1.1226","ENSG00000088888","MAVS"
"BCK_eIF4E_RIP_2016.csv~1.1227","ENSG00000134086","VHL"
"BCK_eIF4E_RIP_2016.csv~1.1228","ENSG00000141644","MBD1"
"BCK_eIF4E_RIP_2016.csv~1.1229","ENSG00000171720","HDAC3"
"BCK_eIF4E_RIP_2016.csv~1.1230","ENSG00000161558","TMEM143"
"BCK_eIF4E_RIP_2016.csv~1.1231","ENSG00000111652","COPS7A"
"BCK_eIF4E_RIP_2016.csv~1.1232","ENSG00000120868","APAF1"
"BCK_eIF4E_RIP_2016.csv~1.1233","ENSG00000198793","MTOR"
"BCK_eIF4E_RIP_2016.csv~1.1234","ENSG00000165861","ZFYVE1"
"BCK_eIF4E_RIP_2016.csv~1.1235","ENSG00000051180","RAD51"
"BCK_eIF4E_RIP_2016.csv~1.1236","ENSG00000143297","FCRL5"
"BCK_eIF4E_RIP_2016.csv~1.1237","ENSG00000140968","IRF8"
"BCK_eIF4E_RIP_2016.csv~1.1238","ENSG00000181666","HKR1"
"BCK_eIF4E_RIP_2016.csv~1.1239","ENSG00000224774","CSNK2B"
"BCK_eIF4E_RIP_2016.csv~1.1240","ENSG00000134905","CARS2"
"BCK_eIF4E_RIP_2016.csv~1.1241","ENSG00000196642","RABL6"
"BCK_eIF4E_RIP_2016.csv~1.1242","ENSG00000004478","FKBP4"
"BCK_eIF4E_RIP_2016.csv~1.1243","ENSG00000198169","ZNF251"
"BCK_eIF4E_RIP_2016.csv~1.1244","ENSG00000129925","TMEM8A"
"BCK_eIF4E_RIP_2016.csv~1.1245","ENSG00000125166","GOT2"
"BCK_eIF4E_RIP_2016.csv~1.1246","ENSG00000077235","GTF3C1"
"BCK_eIF4E_RIP_2016.csv~1.1247","ENSG00000107521","HPS1"
"BCK_eIF4E_RIP_2016.csv~1.1248","ENSG00000188566","NDOR1"
